ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S100751,C33516,2024-10-05,Major Service,413.0
S48980,C16244,2024-12-08,Oil Change,310.0
S51846,C17221,2024-07-17,Tire Replacement,247.0
S51844,C17221,2021-07-17,Oil Change,414.0
S51843,C17221,2022-01-08,Coolant Flush,367.0
S146287,C48755,2024-08-08,Battery Replacement,58.0
S146286,C48755,2021-08-29,Clutch Replacement,222.0
S130577,C43481,2025-06-01,Air Filter Replacement,342.0
S130576,C43481,2023-01-09,Suspension Check,64.0
S113018,C37653,2021-10-27,Clutch Replacement,393.0
S113019,C37653,2020-12-17,Spark Plug Replacement,112.0
S71938,C23913,2023-01-21,Oil Change,134.0
S71939,C23913,2022-08-07,Major Service,334.0
S71941,C23913,2022-08-17,Oil Change,152.0
S74110,C24610,2023-10-18,Major Service,332.0
S74112,C24610,2024-12-24,Oil Change,327.0
S74111,C24610,2024-10-13,Spark Plug Replacement,240.0
S134673,C44851,2024-02-22,Tire Replacement,292.0
S133155,C44349,2023-10-19,Suspension Check,378.0
S21975,C07278,2024-04-08,Oil Change,335.0
S119839,C39915,2025-05-01,Major Service,154.0
S119838,C39915,2023-05-18,Spark Plug Replacement,54.0
S119836,C39915,2025-04-18,Clutch Replacement,214.0
S80404,C26693,2025-07-08,Major Service,205.0
S22244,C07365,2023-08-16,Battery Replacement,162.0
S56351,C18702,2020-10-18,Air Filter Replacement,468.0
S56350,C18702,2021-10-14,Brake Replacement,477.0
S56349,C18702,2024-09-07,Transmission Check,353.0
S15352,C05101,2023-05-14,Brake Replacement,196.0
S15351,C05101,2022-12-05,Spark Plug Replacement,200.0
S49039,C16265,2021-11-26,Major Service,137.0
S37709,C12497,2024-05-16,Wheel Alignment,223.0
S37708,C12497,2025-06-11,Wheel Alignment,403.0
S37710,C12497,2021-08-08,Spark Plug Replacement,303.0
S122246,C40715,2023-07-13,Tire Replacement,310.0
S122247,C40715,2025-07-20,Battery Replacement,296.0
S26632,C08808,2022-11-12,Oil Change,178.0
S26631,C08808,2022-02-09,Transmission Check,405.0
S01957,C00656,2021-01-31,Clutch Replacement,238.0
S09457,C03119,2023-05-27,Brake Replacement,373.0
S34249,C11360,2024-02-24,Oil Change,87.0
S34251,C11360,2022-09-25,Spark Plug Replacement,329.0
S34250,C11360,2024-11-25,Brake Replacement,177.0
S26148,C08648,2022-09-23,Wheel Alignment,373.0
S26147,C08648,2022-04-24,Oil Change,148.0
S141025,C46968,2023-04-02,Air Filter Replacement,443.0
S10217,C03383,2024-06-11,Wheel Alignment,369.0
S10218,C03383,2022-05-19,Spark Plug Replacement,453.0
S10219,C03383,2023-08-15,Coolant Flush,493.0
S16457,C05458,2023-11-12,Oil Change,59.0
S39517,C13100,2024-04-16,Brake Replacement,302.0
S08810,C02909,2024-02-09,Suspension Check,378.0
S05759,C01896,2025-01-06,Clutch Replacement,165.0
S05760,C01896,2021-01-19,Coolant Flush,78.0
S10530,C03489,2022-07-06,Spark Plug Replacement,316.0
S26303,C08693,2024-05-21,Major Service,210.0
S26302,C08693,2020-09-16,Tire Replacement,455.0
S26300,C08693,2024-08-27,Tire Replacement,271.0
S20359,C06748,2021-03-27,Major Service,224.0
S20358,C06748,2023-04-19,Major Service,115.0
S91349,C30380,2024-08-26,Major Service,106.0
S78735,C26143,2022-10-12,Oil Change,424.0
S91991,C30597,2024-05-26,Major Service,292.0
S91992,C30597,2025-07-19,Oil Change,476.0
S136144,C45348,2023-07-21,Clutch Replacement,233.0
S136145,C45348,2021-03-08,Spark Plug Replacement,99.0
S136143,C45348,2022-10-05,Wheel Alignment,335.0
S144666,C48205,2024-02-21,Oil Change,248.0
S144667,C48205,2021-03-07,Air Filter Replacement,268.0
S102172,C34005,2021-01-01,Suspension Check,101.0
S29298,C09710,2021-10-22,Air Filter Replacement,280.0
S29296,C09710,2023-10-05,Clutch Replacement,214.0
S29297,C09710,2023-03-10,Battery Replacement,197.0
S37349,C12377,2022-05-31,Clutch Replacement,159.0
S106784,C35541,2021-01-29,Suspension Check,370.0
S148500,C49490,2021-07-15,Wheel Alignment,119.0
S126186,C42018,2024-12-02,Air Filter Replacement,78.0
S126185,C42018,2021-04-02,Oil Change,156.0
S60887,C20228,2021-07-18,Coolant Flush,338.0
S08348,C02756,2022-10-21,Transmission Check,151.0
S73540,C24416,2020-09-18,Major Service,235.0
S73542,C24416,2023-01-24,Air Filter Replacement,312.0
S73539,C24416,2020-12-12,Battery Replacement,403.0
S137910,C45931,2021-11-29,Coolant Flush,187.0
S140872,C46920,2022-08-09,Air Filter Replacement,495.0
S140871,C46920,2021-01-06,Tire Replacement,402.0
S140873,C46920,2024-03-30,Suspension Check,105.0
S04109,C01371,2023-02-28,Wheel Alignment,146.0
S38063,C12617,2020-12-16,Wheel Alignment,148.0
S105497,C35120,2022-02-11,Oil Change,498.0
S103648,C34499,2024-10-09,Clutch Replacement,422.0
S103650,C34499,2020-09-15,Transmission Check,252.0
S24912,C08242,2021-01-26,Oil Change,136.0
S24910,C08242,2025-01-22,Major Service,372.0
S62691,C20823,2022-01-31,Wheel Alignment,466.0
S62692,C20823,2021-10-30,Suspension Check,269.0
S62693,C20823,2021-05-01,Battery Replacement,374.0
S57288,C19019,2023-07-07,Oil Change,133.0
S105452,C35105,2023-02-19,Suspension Check,363.0
S77565,C25754,2025-01-09,Coolant Flush,92.0
S77562,C25754,2023-08-29,Tire Replacement,64.0
S77563,C25754,2024-05-26,Battery Replacement,304.0
S108959,C36279,2023-11-09,Transmission Check,302.0
S00382,C00129,2021-10-04,Spark Plug Replacement,188.0
S00383,C00129,2024-05-24,Brake Replacement,420.0
S00384,C00129,2023-08-02,Tire Replacement,187.0
S101664,C33835,2020-12-29,Oil Change,432.0
S101665,C33835,2022-06-01,Brake Replacement,294.0
S73075,C24271,2020-09-15,Tire Replacement,333.0
S73074,C24271,2021-02-07,Air Filter Replacement,487.0
S73076,C24271,2021-11-19,Air Filter Replacement,294.0
S16130,C05355,2025-02-28,Coolant Flush,213.0
S147214,C49059,2025-02-20,Wheel Alignment,355.0
S147217,C49059,2022-08-22,Oil Change,451.0
S59309,C19705,2025-01-23,Clutch Replacement,131.0
S59308,C19705,2023-07-09,Coolant Flush,391.0
S120566,C40162,2022-02-04,Suspension Check,271.0
S25349,C08386,2024-12-07,Spark Plug Replacement,332.0
S25348,C08386,2020-10-19,Air Filter Replacement,277.0
S44537,C14748,2022-07-19,Spark Plug Replacement,121.0
S90064,C29948,2022-09-24,Tire Replacement,161.0
S109783,C36566,2024-01-05,Battery Replacement,320.0
S47614,C15797,2022-07-17,Spark Plug Replacement,308.0
S47613,C15797,2021-09-09,Oil Change,99.0
S47615,C15797,2023-06-02,Transmission Check,268.0
S64498,C21440,2021-08-19,Brake Replacement,189.0
S81114,C26930,2024-04-07,Tire Replacement,319.0
S81116,C26930,2025-07-02,Oil Change,80.0
S81115,C26930,2021-09-16,Battery Replacement,470.0
S139220,C46375,2024-11-21,Major Service,295.0
S139219,C46375,2025-01-12,Air Filter Replacement,70.0
S12948,C04305,2022-03-04,Oil Change,274.0
S12949,C04305,2021-12-11,Coolant Flush,333.0
S00325,C00111,2023-06-09,Transmission Check,151.0
S00326,C00111,2023-01-30,Major Service,412.0
S89433,C29736,2022-12-16,Coolant Flush,435.0
S89434,C29736,2021-02-08,Wheel Alignment,321.0
S121775,C40563,2024-02-28,Suspension Check,301.0
S121773,C40563,2023-04-26,Air Filter Replacement,300.0
S121774,C40563,2024-03-09,Transmission Check,92.0
S04717,C01558,2024-08-03,Air Filter Replacement,194.0
S04715,C01558,2022-10-09,Air Filter Replacement,198.0
S49640,C16484,2023-05-02,Oil Change,488.0
S149080,C49682,2025-05-21,Oil Change,296.0
S133824,C44562,2021-06-11,Battery Replacement,52.0
S00322,C00110,2024-09-12,Transmission Check,240.0
S00321,C00110,2024-08-28,Battery Replacement,500.0
S143015,C47651,2024-04-13,Spark Plug Replacement,112.0
S143016,C47651,2025-02-04,Wheel Alignment,76.0
S30035,C09962,2022-12-09,Battery Replacement,480.0
S65221,C21680,2025-03-09,Wheel Alignment,141.0
S47585,C15786,2024-07-19,Tire Replacement,426.0
S144861,C48270,2022-02-07,Oil Change,203.0
S76289,C25326,2023-12-20,Brake Replacement,196.0
S98865,C32899,2025-08-22,Spark Plug Replacement,339.0
S98867,C32899,2022-04-22,Oil Change,461.0
S98868,C32899,2025-08-26,Major Service,226.0
S114636,C38191,2024-03-05,Major Service,81.0
S114638,C38191,2023-07-17,Coolant Flush,358.0
S49420,C16404,2023-10-31,Brake Replacement,346.0
S108811,C36231,2023-06-10,Spark Plug Replacement,209.0
S144422,C48116,2022-08-19,Transmission Check,386.0
S144421,C48116,2024-08-16,Wheel Alignment,456.0
S25078,C08298,2021-05-07,Transmission Check,89.0
S123103,C40991,2025-08-07,Battery Replacement,289.0
S123104,C40991,2022-07-02,Brake Replacement,422.0
S123101,C40991,2025-06-04,Battery Replacement,74.0
S63748,C21188,2022-10-26,Coolant Flush,300.0
S63750,C21188,2021-03-21,Coolant Flush,313.0
S63749,C21188,2021-09-17,Oil Change,145.0
S99735,C33179,2025-07-27,Tire Replacement,265.0
S55612,C18447,2022-06-18,Spark Plug Replacement,344.0
S55611,C18447,2023-07-26,Major Service,283.0
S55610,C18447,2023-10-20,Wheel Alignment,164.0
S147156,C49038,2020-11-21,Tire Replacement,315.0
S94380,C31396,2024-09-13,Clutch Replacement,143.0
S94379,C31396,2024-11-10,Major Service,301.0
S94378,C31396,2023-12-29,Brake Replacement,354.0
S07571,C02496,2023-08-30,Spark Plug Replacement,172.0
S07568,C02496,2024-07-01,Spark Plug Replacement,266.0
S07569,C02496,2024-08-27,Oil Change,463.0
S30205,C10013,2022-01-29,Clutch Replacement,361.0
S19372,C06429,2021-05-29,Air Filter Replacement,107.0
S19370,C06429,2023-04-05,Battery Replacement,203.0
S28098,C09302,2023-01-09,Suspension Check,193.0
S79809,C26504,2023-01-28,Brake Replacement,160.0
S67159,C22312,2022-05-11,Brake Replacement,252.0
S134747,C44877,2021-04-02,Wheel Alignment,64.0
S54809,C18183,2025-07-10,Battery Replacement,175.0
S30580,C10128,2023-12-09,Coolant Flush,438.0
S85717,C28494,2024-11-03,Suspension Check,358.0
S05531,C01827,2024-02-22,Transmission Check,204.0
S05532,C01827,2023-08-21,Clutch Replacement,98.0
S120394,C40105,2025-03-05,Air Filter Replacement,91.0
S120395,C40105,2024-05-16,Transmission Check,435.0
S90528,C30101,2023-09-24,Brake Replacement,450.0
S40597,C13460,2024-03-27,Clutch Replacement,254.0
S40596,C13460,2023-11-24,Battery Replacement,416.0
S40593,C13460,2024-01-01,Wheel Alignment,451.0
S32269,C10690,2021-12-10,Brake Replacement,113.0
S138645,C46174,2021-01-09,Oil Change,288.0
S138644,C46174,2025-01-06,Clutch Replacement,149.0
S139620,C46514,2021-05-13,Battery Replacement,129.0
S139619,C46514,2024-05-10,Battery Replacement,84.0
S110604,C36843,2021-11-19,Oil Change,51.0
S59386,C19737,2024-03-13,Air Filter Replacement,345.0
S59385,C19737,2021-12-20,Oil Change,369.0
S59387,C19737,2023-10-19,Wheel Alignment,346.0
S72245,C24013,2024-10-12,Oil Change,367.0
S72246,C24013,2022-07-24,Clutch Replacement,446.0
S06119,C02013,2022-02-09,Transmission Check,442.0
S40128,C13300,2023-01-16,Major Service,199.0
S21829,C07226,2025-03-14,Battery Replacement,335.0
S70724,C23504,2021-10-03,Spark Plug Replacement,295.0
S145988,C48658,2021-05-12,Transmission Check,416.0
S145986,C48658,2024-03-17,Wheel Alignment,248.0
S145989,C48658,2023-02-26,Clutch Replacement,61.0
S68911,C22902,2024-04-02,Suspension Check,380.0
S143928,C47956,2024-06-29,Battery Replacement,324.0
S143927,C47956,2020-12-27,Coolant Flush,263.0
S109686,C36529,2024-04-02,Air Filter Replacement,172.0
S141162,C47016,2024-03-02,Clutch Replacement,301.0
S71908,C23901,2021-09-11,Brake Replacement,238.0
S19317,C06408,2023-10-27,Major Service,333.0
S87982,C29247,2024-02-24,Wheel Alignment,163.0
S87984,C29247,2020-12-05,Clutch Replacement,143.0
S00661,C00220,2023-12-19,Transmission Check,417.0
S43267,C14327,2022-11-13,Spark Plug Replacement,138.0
S43270,C14327,2025-07-01,Coolant Flush,420.0
S43269,C14327,2023-11-23,Spark Plug Replacement,276.0
S127376,C42416,2023-08-03,Air Filter Replacement,75.0
S44008,C14573,2020-10-11,Oil Change,292.0
S74818,C24851,2023-11-01,Battery Replacement,360.0
S74820,C24851,2021-08-21,Transmission Check,316.0
S74819,C24851,2025-07-12,Spark Plug Replacement,139.0
S36114,C11973,2024-07-20,Transmission Check,422.0
S36111,C11973,2020-11-30,Coolant Flush,438.0
S06944,C02290,2025-05-12,Wheel Alignment,355.0
S06942,C02290,2024-01-05,Clutch Replacement,373.0
S06943,C02290,2022-08-12,Transmission Check,337.0
S56178,C18642,2023-12-28,Transmission Check,310.0
S68412,C22727,2023-09-26,Suspension Check,407.0
S90078,C29952,2021-02-06,Suspension Check,291.0
S90077,C29952,2021-06-20,Clutch Replacement,207.0
S94641,C31486,2022-04-21,Spark Plug Replacement,443.0
S94642,C31486,2023-01-01,Battery Replacement,282.0
S77580,C25760,2023-06-01,Oil Change,150.0
S77581,C25760,2021-10-09,Coolant Flush,88.0
S53103,C17639,2021-07-29,Suspension Check,481.0
S53107,C17639,2021-02-15,Air Filter Replacement,176.0
S53105,C17639,2022-01-20,Coolant Flush,120.0
S68077,C22608,2025-05-03,Coolant Flush,329.0
S106604,C35479,2025-05-27,Transmission Check,181.0
S106602,C35479,2025-08-30,Coolant Flush,475.0
S106605,C35479,2022-07-10,Spark Plug Replacement,168.0
S48478,C16078,2024-06-26,Air Filter Replacement,165.0
S48479,C16078,2022-10-13,Oil Change,496.0
S95517,C31768,2022-05-03,Wheel Alignment,380.0
S95518,C31768,2023-05-31,Spark Plug Replacement,498.0
S38320,C12702,2020-10-15,Major Service,271.0
S38319,C12702,2022-11-12,Air Filter Replacement,230.0
S88398,C29387,2025-06-22,Air Filter Replacement,82.0
S88397,C29387,2024-06-26,Transmission Check,182.0
S34607,C11478,2023-01-11,Suspension Check,431.0
S34608,C11478,2023-01-28,Air Filter Replacement,131.0
S52071,C17292,2025-06-08,Brake Replacement,394.0
S52069,C17292,2024-05-07,Wheel Alignment,163.0
S52070,C17292,2025-04-21,Oil Change,315.0
S143947,C47962,2023-10-31,Suspension Check,363.0
S43376,C14360,2023-05-26,Major Service,195.0
S43378,C14360,2020-12-19,Coolant Flush,416.0
S43377,C14360,2022-03-09,Battery Replacement,426.0
S26743,C08845,2021-10-30,Coolant Flush,330.0
S44360,C14687,2022-12-15,Spark Plug Replacement,170.0
S44358,C14687,2025-06-30,Air Filter Replacement,88.0
S44357,C14687,2022-09-05,Coolant Flush,493.0
S113597,C37839,2023-12-07,Major Service,479.0
S147665,C49209,2022-02-17,Clutch Replacement,173.0
S92266,C30697,2023-07-22,Tire Replacement,311.0
S85530,C28434,2024-09-07,Air Filter Replacement,230.0
S85528,C28434,2025-08-29,Tire Replacement,353.0
S123374,C41079,2023-05-24,Major Service,325.0
S123376,C41079,2023-08-03,Battery Replacement,70.0
S123378,C41079,2021-05-28,Brake Replacement,194.0
S120616,C40178,2021-06-01,Oil Change,111.0
S73842,C24522,2022-10-21,Wheel Alignment,69.0
S73839,C24522,2022-09-14,Tire Replacement,213.0
S21703,C07185,2020-11-28,Clutch Replacement,159.0
S21704,C07185,2021-02-27,Major Service,91.0
S51766,C17191,2025-06-22,Coolant Flush,135.0
S106888,C35575,2022-09-19,Major Service,312.0
S121178,C40365,2022-05-25,Air Filter Replacement,435.0
S17720,C05882,2025-02-11,Major Service,253.0
S17718,C05882,2021-09-29,Major Service,478.0
S17719,C05882,2021-02-25,Air Filter Replacement,439.0
S39975,C13253,2021-10-02,Suspension Check,351.0
S39973,C13253,2020-09-29,Air Filter Replacement,354.0
S39976,C13253,2022-06-30,Clutch Replacement,127.0
S71820,C23874,2025-07-28,Tire Replacement,342.0
S71822,C23874,2021-11-10,Air Filter Replacement,262.0
S71821,C23874,2024-06-06,Clutch Replacement,272.0
S137988,C45959,2024-10-10,Major Service,138.0
S70125,C23303,2022-11-27,Clutch Replacement,331.0
S129582,C43141,2024-05-12,Spark Plug Replacement,114.0
S129583,C43141,2023-10-06,Brake Replacement,286.0
S111154,C37032,2024-09-24,Coolant Flush,362.0
S111156,C37032,2024-01-30,Major Service,136.0
S143337,C47759,2021-11-13,Battery Replacement,147.0
S40956,C13578,2022-06-29,Transmission Check,321.0
S40957,C13578,2022-05-30,Coolant Flush,216.0
S139937,C46619,2022-09-20,Wheel Alignment,189.0
S139936,C46619,2025-06-11,Tire Replacement,464.0
S97555,C32466,2021-03-07,Tire Replacement,294.0
S102611,C34145,2024-02-05,Transmission Check,225.0
S91152,C30308,2024-02-20,Brake Replacement,78.0
S91149,C30308,2021-03-04,Transmission Check,405.0
S91151,C30308,2024-04-18,Transmission Check,52.0
S136116,C45339,2020-12-01,Clutch Replacement,140.0
S43829,C14510,2022-05-25,Suspension Check,453.0
S43831,C14510,2025-07-29,Coolant Flush,435.0
S43830,C14510,2022-12-10,Transmission Check,354.0
S87567,C29105,2022-10-22,Coolant Flush,253.0
S07709,C02542,2022-04-13,Tire Replacement,252.0
S79525,C26410,2023-06-23,Air Filter Replacement,323.0
S70550,C23446,2020-11-18,Brake Replacement,491.0
S00247,C00081,2024-09-20,Oil Change,413.0
S00245,C00081,2022-08-14,Battery Replacement,429.0
S00248,C00081,2025-02-28,Suspension Check,114.0
S60314,C20049,2023-03-28,Coolant Flush,122.0
S23039,C07626,2023-06-29,Oil Change,237.0
S23040,C07626,2021-01-13,Major Service,356.0
S147326,C49096,2023-02-02,Air Filter Replacement,310.0
S33409,C11082,2021-08-21,Coolant Flush,365.0
S33407,C11082,2023-08-15,Wheel Alignment,481.0
S33408,C11082,2023-11-27,Wheel Alignment,430.0
S122523,C40804,2021-08-14,Coolant Flush,278.0
S68405,C22724,2025-03-14,Battery Replacement,284.0
S42244,C13989,2024-05-29,Clutch Replacement,166.0
S60436,C20089,2025-02-13,Oil Change,379.0
S60433,C20089,2025-07-10,Brake Replacement,177.0
S60435,C20089,2024-08-09,Air Filter Replacement,266.0
S62699,C20825,2023-01-26,Spark Plug Replacement,136.0
S138377,C46083,2024-01-22,Battery Replacement,490.0
S52341,C17386,2024-01-18,Brake Replacement,136.0
S116490,C38789,2023-07-01,Spark Plug Replacement,475.0
S116491,C38789,2024-07-24,Coolant Flush,288.0
S78387,C26031,2023-05-21,Clutch Replacement,332.0
S09065,C02993,2023-05-03,Coolant Flush,123.0
S15608,C05182,2022-09-20,Suspension Check,367.0
S15610,C05182,2021-10-23,Battery Replacement,402.0
S15609,C05182,2021-05-05,Coolant Flush,363.0
S00956,C00324,2025-04-24,Major Service,99.0
S00954,C00324,2021-02-24,Battery Replacement,395.0
S36331,C12052,2025-06-04,Suspension Check,338.0
S24673,C08162,2025-02-16,Brake Replacement,481.0
S89086,C29618,2021-07-22,Battery Replacement,75.0
S89085,C29618,2020-11-08,Coolant Flush,287.0
S25197,C08338,2021-01-08,Wheel Alignment,490.0
S59300,C19701,2021-09-17,Battery Replacement,323.0
S72739,C24167,2021-07-31,Battery Replacement,158.0
S84820,C28193,2021-08-19,Wheel Alignment,224.0
S84822,C28193,2020-09-07,Coolant Flush,491.0
S84819,C28193,2024-05-27,Suspension Check,219.0
S124702,C41527,2021-03-30,Coolant Flush,248.0
S124703,C41527,2020-12-29,Suspension Check,435.0
S64472,C21432,2025-06-06,Clutch Replacement,240.0
S115292,C38387,2022-10-23,Suspension Check,319.0
S79288,C26333,2024-11-06,Oil Change,146.0
S79287,C26333,2021-11-13,Clutch Replacement,141.0
S89468,C29748,2021-06-06,Brake Replacement,413.0
S33024,C10950,2021-08-22,Oil Change,421.0
S134693,C44859,2022-08-13,Tire Replacement,144.0
S72701,C24158,2024-10-08,Tire Replacement,474.0
S139005,C46303,2023-10-07,Air Filter Replacement,456.0
S59454,C19767,2025-06-09,Battery Replacement,433.0
S74312,C24675,2023-07-31,Oil Change,225.0
S74310,C24675,2024-06-08,Coolant Flush,489.0
S00353,C00121,2024-04-07,Major Service,492.0
S58180,C19309,2023-04-11,Major Service,322.0
S58181,C19309,2024-01-19,Oil Change,308.0
S08315,C02745,2023-03-27,Clutch Replacement,363.0
S08316,C02745,2022-06-17,Major Service,428.0
S53178,C17663,2024-12-16,Air Filter Replacement,242.0
S53180,C17663,2023-12-30,Oil Change,425.0
S66320,C22048,2025-06-04,Oil Change,328.0
S148667,C49550,2025-06-29,Tire Replacement,105.0
S142091,C47330,2022-07-24,Major Service,258.0
S142090,C47330,2022-03-26,Wheel Alignment,251.0
S19364,C06426,2021-11-13,Air Filter Replacement,204.0
S53308,C17703,2023-02-05,Air Filter Replacement,356.0
S07037,C02326,2021-02-10,Transmission Check,479.0
S95257,C31684,2022-05-19,Battery Replacement,89.0
S141469,C47123,2020-12-25,Suspension Check,299.0
S117304,C39061,2020-11-06,Brake Replacement,479.0
S117303,C39061,2021-10-03,Suspension Check,170.0
S134420,C44760,2023-12-15,Spark Plug Replacement,82.0
S96778,C32201,2023-05-26,Oil Change,283.0
S96777,C32201,2022-04-28,Air Filter Replacement,385.0
S114298,C38077,2021-03-19,Spark Plug Replacement,246.0
S114299,C38077,2024-04-14,Transmission Check,244.0
S03195,C01069,2021-10-06,Oil Change,498.0
S111814,C37251,2023-01-26,Transmission Check,136.0
S111813,C37251,2024-07-04,Clutch Replacement,379.0
S113904,C37945,2022-04-06,Suspension Check,460.0
S128381,C42747,2021-10-05,Oil Change,291.0
S87504,C29083,2025-08-20,Oil Change,169.0
S74652,C24794,2024-05-14,Major Service,279.0
S149048,C49671,2020-11-03,Major Service,242.0
S149049,C49671,2024-06-20,Air Filter Replacement,297.0
S149046,C49671,2021-11-27,Tire Replacement,254.0
S126436,C42109,2025-08-25,Coolant Flush,330.0
S08425,C02779,2023-10-14,Spark Plug Replacement,292.0
S08424,C02779,2024-01-28,Oil Change,120.0
S52984,C17600,2022-04-13,Battery Replacement,349.0
S52985,C17600,2020-09-22,Spark Plug Replacement,188.0
S141190,C47028,2023-05-19,Oil Change,392.0
S141191,C47028,2024-06-25,Spark Plug Replacement,214.0
S141193,C47028,2025-05-05,Clutch Replacement,427.0
S52753,C17517,2024-09-21,Tire Replacement,106.0
S97194,C32338,2020-11-27,Oil Change,444.0
S97191,C32338,2024-07-04,Battery Replacement,372.0
S97192,C32338,2023-05-09,Air Filter Replacement,136.0
S79321,C26344,2024-07-28,Wheel Alignment,418.0
S79318,C26344,2025-07-26,Clutch Replacement,322.0
S32409,C10734,2024-07-08,Oil Change,176.0
S32408,C10734,2021-10-27,Coolant Flush,70.0
S118449,C39458,2023-08-24,Brake Replacement,466.0
S118450,C39458,2024-08-13,Suspension Check,378.0
S144833,C48261,2025-08-29,Coolant Flush,110.0
S144835,C48261,2025-03-14,Wheel Alignment,363.0
S42269,C13997,2024-09-11,Coolant Flush,255.0
S126153,C42011,2022-11-30,Spark Plug Replacement,73.0
S126154,C42011,2025-01-27,Clutch Replacement,472.0
S126155,C42011,2022-04-23,Tire Replacement,255.0
S79292,C26334,2024-04-21,Oil Change,412.0
S79290,C26334,2023-09-04,Major Service,329.0
S79291,C26334,2022-10-23,Transmission Check,466.0
S82306,C27337,2024-06-29,Spark Plug Replacement,58.0
S82305,C27337,2024-05-27,Brake Replacement,474.0
S81499,C27063,2022-01-28,Oil Change,457.0
S113589,C37837,2025-04-08,Transmission Check,446.0
S113586,C37837,2025-03-23,Brake Replacement,306.0
S81286,C26986,2021-03-02,Transmission Check,328.0
S51087,C16972,2020-12-10,Spark Plug Replacement,85.0
S144273,C48072,2023-05-27,Coolant Flush,180.0
S144276,C48072,2021-05-13,Transmission Check,466.0
S04959,C01636,2022-05-11,Clutch Replacement,144.0
S04961,C01636,2024-07-13,Oil Change,467.0
S147697,C49221,2025-08-11,Battery Replacement,300.0
S147698,C49221,2021-10-24,Oil Change,490.0
S42247,C13990,2024-04-18,Coolant Flush,378.0
S42248,C13990,2022-07-13,Tire Replacement,244.0
S66853,C22214,2024-04-17,Battery Replacement,91.0
S66855,C22214,2023-05-13,Wheel Alignment,364.0
S149992,C49977,2023-09-23,Battery Replacement,245.0
S46534,C15421,2022-04-04,Major Service,447.0
S46533,C15421,2020-11-26,Clutch Replacement,227.0
S58337,C19358,2022-06-08,Tire Replacement,112.0
S103520,C34457,2022-06-27,Oil Change,473.0
S103521,C34457,2023-04-19,Major Service,449.0
S57523,C19093,2021-10-28,Battery Replacement,417.0
S111702,C37218,2021-10-31,Major Service,371.0
S111704,C37218,2021-08-16,Coolant Flush,350.0
S111700,C37218,2025-07-01,Air Filter Replacement,296.0
S132001,C43960,2022-04-09,Clutch Replacement,203.0
S11437,C03799,2023-04-13,Spark Plug Replacement,287.0
S11435,C03799,2021-08-25,Suspension Check,358.0
S11436,C03799,2021-11-19,Coolant Flush,494.0
S126648,C42176,2024-12-12,Suspension Check,361.0
S126452,C42115,2022-08-30,Clutch Replacement,290.0
S44610,C14770,2021-04-30,Clutch Replacement,398.0
S44606,C14770,2024-04-08,Coolant Flush,98.0
S44607,C14770,2025-07-27,Oil Change,437.0
S139684,C46537,2023-01-09,Transmission Check,264.0
S139683,C46537,2023-03-30,Battery Replacement,207.0
S139685,C46537,2025-03-23,Spark Plug Replacement,75.0
S28451,C09421,2021-04-22,Clutch Replacement,275.0
S77056,C25581,2022-06-11,Brake Replacement,260.0
S84702,C28155,2024-07-01,Brake Replacement,451.0
S84703,C28155,2025-06-28,Wheel Alignment,327.0
S84700,C28155,2021-05-15,Tire Replacement,50.0
S120899,C40267,2022-02-06,Oil Change,330.0
S11755,C03906,2024-11-03,Suspension Check,392.0
S11756,C03906,2025-03-17,Coolant Flush,144.0
S31712,C10507,2021-08-23,Air Filter Replacement,496.0
S31711,C10507,2023-04-15,Oil Change,127.0
S27920,C09235,2025-08-16,Major Service,273.0
S70316,C23368,2021-06-15,Wheel Alignment,216.0
S70313,C23368,2024-07-29,Major Service,339.0
S32174,C10661,2024-06-14,Suspension Check,215.0
S85303,C28354,2020-10-03,Transmission Check,378.0
S69048,C22948,2025-07-06,Battery Replacement,278.0
S69047,C22948,2022-03-26,Tire Replacement,226.0
S56232,C18663,2021-08-02,Wheel Alignment,119.0
S35332,C11716,2025-07-25,Tire Replacement,232.0
S15170,C05041,2024-02-17,Suspension Check,274.0
S15169,C05041,2021-01-08,Coolant Flush,82.0
S15171,C05041,2021-05-13,Transmission Check,358.0
S128561,C42804,2024-04-13,Suspension Check,172.0
S128560,C42804,2021-08-08,Brake Replacement,243.0
S138350,C46073,2022-03-13,Clutch Replacement,53.0
S17961,C05960,2025-04-12,Oil Change,157.0
S91574,C30456,2024-03-25,Suspension Check,297.0
S91576,C30456,2023-03-17,Transmission Check,59.0
S61325,C20376,2020-12-18,Major Service,251.0
S61323,C20376,2024-05-26,Battery Replacement,368.0
S95597,C31799,2024-03-08,Brake Replacement,347.0
S95595,C31799,2020-09-17,Coolant Flush,221.0
S95598,C31799,2023-02-03,Wheel Alignment,496.0
S101985,C33947,2025-02-18,Oil Change,65.0
S90154,C29977,2025-07-05,Wheel Alignment,279.0
S90156,C29977,2023-02-26,Suspension Check,293.0
S11864,C03945,2023-03-07,Coolant Flush,79.0
S44951,C14884,2024-09-19,Battery Replacement,208.0
S22058,C07306,2020-11-29,Transmission Check,242.0
S22059,C07306,2022-09-25,Transmission Check,171.0
S106108,C35318,2022-11-03,Clutch Replacement,205.0
S106109,C35318,2022-08-30,Wheel Alignment,57.0
S106107,C35318,2025-04-29,Major Service,364.0
