CarID,Manufacturer,Model,Engine size,Features,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName,DealerCity,Latitude,Longitude,ServiceID,Date_of_Service,ServiceType,Cost_of_Service,AccidentID,Date_of_Accident,Description,Cost_of_Repair,Severity
C30773,VW,Polo,1.2,Navigation,Petrol,2003,193496,2131,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S92514,16/02/2024,Major Service,391,A46208,18/07/2022,Rear quarter panel dent,3632,Major
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87081,17/07/2022,Tire Replacement,261,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87079,10/10/2024,Wheel Alignment,198,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43508,02/12/2021,Hood dent from minor crash,3668,Moderate
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43509,25/05/2021,Rear-end hit at traffic light,1685,Major
C28944,BMW,Z4,2,Heated Seats,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C28944,BMW,Z4,2,Navigation,Petrol,2013,64661,22767,Perez Group,Chester,50.987354,-1.084662,S87080,01/03/2023,Coolant Flush,294,A43510,08/07/2024,Side swipe from passing vehicle,614,Moderate
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147323,29/05/2023,Clutch Replacement,181,A73874,26/10/2021,Rear quarter panel dent,1139,Major
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147323,29/05/2023,Clutch Replacement,181,A73875,04/09/2022,Minor fender bender,1262,Moderate
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147323,29/05/2023,Clutch Replacement,181,A73876,22/11/2020,Fender scratch from curb,612,Severe
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147324,22/05/2025,Oil Change,363,A73874,26/10/2021,Rear quarter panel dent,1139,Major
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147324,22/05/2025,Oil Change,363,A73875,04/09/2022,Minor fender bender,1262,Moderate
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147324,22/05/2025,Oil Change,363,A73876,22/11/2020,Fender scratch from curb,612,Severe
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147322,13/07/2024,Spark Plug Replacement,482,A73874,26/10/2021,Rear quarter panel dent,1139,Major
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147322,13/07/2024,Spark Plug Replacement,482,A73875,04/09/2022,Minor fender bender,1262,Moderate
C49094,Ford,Fiesta,1.4,Cruise Control,Petrol,2010,70570,9371,Adams-Kelly,Belfast,54.545088,-2.034983,S147322,13/07/2024,Spark Plug Replacement,482,A73876,22/11/2020,Fender scratch from curb,612,Severe
C19809,VW,Passat,2,Navigation,Petrol,2001,150693,5120,Ingram-Mitchell,Durham,54.966148,-2.512489,S59591,06/05/2024,Air Filter Replacement,390,,,,,
C19809,VW,Passat,2,Navigation,Petrol,2001,150693,5120,Ingram-Mitchell,Durham,54.966148,-2.512489,S59594,05/11/2021,Tire Replacement,246,,,,,
C19809,VW,Passat,2,Navigation,Petrol,2001,150693,5120,Ingram-Mitchell,Durham,54.966148,-2.512489,S59592,13/01/2021,Brake Replacement,100,,,,,
C38188,VW,Polo,1,Bluetooth,Petrol,2015,33361,14323,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S114627,09/03/2023,Tire Replacement,188,A57370,17/07/2022,Hood dent from minor crash,3607,Minor
C38188,VW,Polo,1,Sunroof,Petrol,2015,33361,14323,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S114627,09/03/2023,Tire Replacement,188,A57370,17/07/2022,Hood dent from minor crash,3607,Minor
C38188,VW,Polo,1,Bluetooth,Petrol,2015,33361,14323,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S114627,09/03/2023,Tire Replacement,188,A57371,26/07/2024,Accident on slippery road,4509,Severe
C38188,VW,Polo,1,Sunroof,Petrol,2015,33361,14323,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S114627,09/03/2023,Tire Replacement,188,A57371,26/07/2024,Accident on slippery road,4509,Severe
C24651,Porsche,718 Cayman,2,Heated Seats,Petrol,2000,158604,5721,Wilson and Sons,York,52.27813,-0.212716,S74232,03/08/2024,Air Filter Replacement,359,,,,,
C24651,Porsche,718 Cayman,2,Heated Seats,Petrol,2000,158604,5721,Wilson and Sons,York,52.27813,-0.212716,S74233,01/12/2024,Spark Plug Replacement,331,,,,,
C48260,Porsche,718 Cayman,2,Cruise Control,Petrol,2000,70539,11130,Macdonald Inc,Hull,52.499102,-2.33015,,,,,A72619,04/10/2023,Tire puncture during accident,4165,Major
C48260,Porsche,718 Cayman,2,Cruise Control,Petrol,2000,70539,11130,Macdonald Inc,Hull,52.499102,-2.33015,,,,,A72620,09/08/2022,Collision with pole,1169,Minor
C36468,Toyota,Yaris,1,Bluetooth,Petrol,2008,117604,5724,Brown Inc,Plymouth,52.615955,-0.147326,S109507,15/08/2022,Wheel Alignment,472,A54777,04/08/2022,Side swipe from passing vehicle,4733,Severe
C36468,Toyota,Yaris,1,Sunroof,Petrol,2008,117604,5724,Brown Inc,Plymouth,52.615955,-0.147326,S109507,15/08/2022,Wheel Alignment,472,A54777,04/08/2022,Side swipe from passing vehicle,4733,Severe
C36468,Toyota,Yaris,1,Bluetooth,Petrol,2008,117604,5724,Brown Inc,Plymouth,52.615955,-0.147326,S109507,15/08/2022,Wheel Alignment,472,A54778,15/01/2025,Rear quarter panel dent,3224,Major
C36468,Toyota,Yaris,1,Sunroof,Petrol,2008,117604,5724,Brown Inc,Plymouth,52.615955,-0.147326,S109507,15/08/2022,Wheel Alignment,472,A54778,15/01/2025,Rear quarter panel dent,3224,Major
C06601,VW,Golf,1.8,Navigation,Petrol,2016,3500,28693,"Brooks, Thomas and Davis",Woking,54.537631,-1.230474,S19906,01/07/2024,Tire Replacement,61,A09912,07/04/2025,Minor fender bender,2141,Moderate
C06601,VW,Golf,1.8,Sunroof,Petrol,2016,3500,28693,"Brooks, Thomas and Davis",Woking,54.537631,-1.230474,S19906,01/07/2024,Tire Replacement,61,A09912,07/04/2025,Minor fender bender,2141,Moderate
C06601,VW,Golf,1.8,Bluetooth,Petrol,2016,3500,28693,"Brooks, Thomas and Davis",Woking,54.537631,-1.230474,S19906,01/07/2024,Tire Replacement,61,A09912,07/04/2025,Minor fender bender,2141,Moderate
C06601,VW,Golf,1.8,Air Conditioning,Petrol,2016,3500,28693,"Brooks, Thomas and Davis",Woking,54.537631,-1.230474,S19906,01/07/2024,Tire Replacement,61,A09912,07/04/2025,Minor fender bender,2141,Moderate
C29338,VW,Polo,1.4,Bluetooth,Petrol,1993,128023,2037,Aguilar LLC,Birmingham,53.921733,0.557778,S88263,18/04/2022,Brake Replacement,499,A44098,30/04/2021,Hood dent from minor crash,3928,Minor
C29338,VW,Polo,1.4,Cruise Control,Petrol,1993,128023,2037,Aguilar LLC,Birmingham,53.921733,0.557778,S88263,18/04/2022,Brake Replacement,499,A44098,30/04/2021,Hood dent from minor crash,3928,Minor
C29338,VW,Polo,1.4,Navigation,Petrol,1993,128023,2037,Aguilar LLC,Birmingham,53.921733,0.557778,S88263,18/04/2022,Brake Replacement,499,A44098,30/04/2021,Hood dent from minor crash,3928,Minor
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23785,23/07/2025,Battery Replacement,343,A11831,04/10/2023,Door dent from tight parking,1562,Severe
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23785,23/07/2025,Battery Replacement,343,A11832,16/07/2022,Minor parking lot accident,4351,Severe
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23786,02/12/2023,Tire Replacement,100,A11831,04/10/2023,Door dent from tight parking,1562,Severe
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23786,02/12/2023,Tire Replacement,100,A11832,16/07/2022,Minor parking lot accident,4351,Severe
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23787,20/12/2024,Suspension Check,466,A11831,04/10/2023,Door dent from tight parking,1562,Severe
C07862,VW,Golf,1.6,Heated Seats,Diesel,2017,33061,25841,Macdonald Inc,Hull,52.499102,-2.33015,S23787,20/12/2024,Suspension Check,466,A11832,16/07/2022,Minor parking lot accident,4351,Severe
C35414,Toyota,Yaris,1,Navigation,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53194,13/10/2024,Rear quarter panel dent,1033,Severe
C35414,Toyota,Yaris,1,Bluetooth,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53194,13/10/2024,Rear quarter panel dent,1033,Severe
C35414,Toyota,Yaris,1,Heated Seats,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53194,13/10/2024,Rear quarter panel dent,1033,Severe
C35414,Toyota,Yaris,1,Cruise Control,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53194,13/10/2024,Rear quarter panel dent,1033,Severe
C35414,Toyota,Yaris,1,Navigation,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53195,28/04/2023,Side swipe from passing vehicle,2451,Moderate
C35414,Toyota,Yaris,1,Bluetooth,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53195,28/04/2023,Side swipe from passing vehicle,2451,Moderate
C35414,Toyota,Yaris,1,Heated Seats,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53195,28/04/2023,Side swipe from passing vehicle,2451,Moderate
C35414,Toyota,Yaris,1,Cruise Control,Petrol,1995,169455,1583,Smith-Houston,Leicester,51.863203,0.912489,,,,,A53195,28/04/2023,Side swipe from passing vehicle,2451,Moderate
C09585,Toyota,Prius,1.4,Sunroof,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28957,10/11/2021,Coolant Flush,343,A14432,31/07/2025,Parking lot scrape,4685,Moderate
C09585,Toyota,Prius,1.4,Cruise Control,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28957,10/11/2021,Coolant Flush,343,A14432,31/07/2025,Parking lot scrape,4685,Moderate
C09585,Toyota,Prius,1.4,Sunroof,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28957,10/11/2021,Coolant Flush,343,A14433,30/08/2023,Minor parking lot accident,1948,Severe
C09585,Toyota,Prius,1.4,Cruise Control,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28957,10/11/2021,Coolant Flush,343,A14433,30/08/2023,Minor parking lot accident,1948,Severe
C09585,Toyota,Prius,1.4,Sunroof,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28954,27/06/2022,Suspension Check,169,A14432,31/07/2025,Parking lot scrape,4685,Moderate
C09585,Toyota,Prius,1.4,Cruise Control,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28954,27/06/2022,Suspension Check,169,A14432,31/07/2025,Parking lot scrape,4685,Moderate
C09585,Toyota,Prius,1.4,Sunroof,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28954,27/06/2022,Suspension Check,169,A14433,30/08/2023,Minor parking lot accident,1948,Severe
C09585,Toyota,Prius,1.4,Cruise Control,Hybrid,2017,40771,32620,Mclean-Miller,Bath,54.735096,-2.81676,S28954,27/06/2022,Suspension Check,169,A14433,30/08/2023,Minor parking lot accident,1948,Severe
C32986,BMW,X3,2.4,Heated Seats,Diesel,1990,271463,1072,Anderson-Rivas,Dundee,52.684469,0.486504,,,,,A49533,09/05/2025,Rear-end hit at traffic light,2650,Minor
C32986,BMW,X3,2.4,Heated Seats,Diesel,1990,271463,1072,Anderson-Rivas,Dundee,52.684469,0.486504,,,,,A49534,02/02/2021,Parking lot scrape,2340,Moderate
C06553,Toyota,Yaris,1.2,Heated Seats,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09828,11/07/2023,Minor collision at roundabout,712,Major
C06553,Toyota,Yaris,1.2,Sunroof,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09828,11/07/2023,Minor collision at roundabout,712,Major
C06553,Toyota,Yaris,1.2,Cruise Control,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09828,11/07/2023,Minor collision at roundabout,712,Major
C06553,Toyota,Yaris,1.2,Bluetooth,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09828,11/07/2023,Minor collision at roundabout,712,Major
C06553,Toyota,Yaris,1.2,Heated Seats,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09829,26/07/2022,Minor fender bender,2167,Severe
C06553,Toyota,Yaris,1.2,Sunroof,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09829,26/07/2022,Minor fender bender,2167,Severe
C06553,Toyota,Yaris,1.2,Cruise Control,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09829,26/07/2022,Minor fender bender,2167,Severe
C06553,Toyota,Yaris,1.2,Bluetooth,Hybrid,2010,72023,11937,Smith Ltd,Exeter,52.362571,-0.749279,,,,,A09829,26/07/2022,Minor fender bender,2167,Severe
C22915,Toyota,RAV4,1.8,Heated Seats,Hybrid,1996,162127,4429,Cruz-Castro,Wolverhampton,51.880035,-2.303019,S68954,14/06/2025,Brake Replacement,234,A34375,11/02/2025,Parking lot scrape,180,Severe
C39353,Ford,Focus,1.6,Cruise Control,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59190,15/12/2020,Hood dent from minor crash,295,Major
C39353,Ford,Focus,1.6,Navigation,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59190,15/12/2020,Hood dent from minor crash,295,Major
C39353,Ford,Focus,1.6,Bluetooth,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59190,15/12/2020,Hood dent from minor crash,295,Major
C39353,Ford,Focus,1.6,Sunroof,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59190,15/12/2020,Hood dent from minor crash,295,Major
C39353,Ford,Focus,1.6,Cruise Control,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59191,19/02/2022,Front bumper scrape,3477,Minor
C39353,Ford,Focus,1.6,Navigation,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59191,19/02/2022,Front bumper scrape,3477,Minor
C39353,Ford,Focus,1.6,Bluetooth,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59191,19/02/2022,Front bumper scrape,3477,Minor
C39353,Ford,Focus,1.6,Sunroof,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59191,19/02/2022,Front bumper scrape,3477,Minor
C39353,Ford,Focus,1.6,Cruise Control,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59192,10/08/2025,Parking lot scrape,1047,Minor
C39353,Ford,Focus,1.6,Navigation,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59192,10/08/2025,Parking lot scrape,1047,Minor
C39353,Ford,Focus,1.6,Bluetooth,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59192,10/08/2025,Parking lot scrape,1047,Minor
C39353,Ford,Focus,1.6,Sunroof,Petrol,2021,12273,42943,"Black, Black and Bishop",Durham,51.299364,-1.216481,S118159,13/05/2023,Wheel Alignment,148,A59192,10/08/2025,Parking lot scrape,1047,Minor
C19950,Toyota,RAV4,2.2,Sunroof,Hybrid,2007,92875,17493,Lucas PLC,Cambridge,51.88956,0.135359,S60014,27/09/2021,Transmission Check,366,,,,,
C19950,Toyota,RAV4,2.2,Sunroof,Hybrid,2007,92875,17493,Lucas PLC,Cambridge,51.88956,0.135359,S60013,21/09/2021,Oil Change,76,,,,,
C14305,Ford,Mondeo,2,Cruise Control,Diesel,2018,15285,40244,Macdonald Inc,Hull,52.499102,-2.33015,S43195,21/09/2021,Major Service,87,,,,,
C14305,Ford,Mondeo,2,Navigation,Diesel,2018,15285,40244,Macdonald Inc,Hull,52.499102,-2.33015,S43195,21/09/2021,Major Service,87,,,,,
C14305,Ford,Mondeo,2,Air Conditioning,Diesel,2018,15285,40244,Macdonald Inc,Hull,52.499102,-2.33015,S43195,21/09/2021,Major Service,87,,,,,
C14305,Ford,Mondeo,2,Heated Seats,Diesel,2018,15285,40244,Macdonald Inc,Hull,52.499102,-2.33015,S43195,21/09/2021,Major Service,87,,,,,
C35861,Toyota,Prius,1,Navigation,Hybrid,2006,115616,7934,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S107718,25/12/2023,Wheel Alignment,326,A53887,25/10/2023,Parking lot scrape,3705,Major
C35861,Toyota,Prius,1,Navigation,Hybrid,2006,115616,7934,Day LLC,Stoke-on-Trent,54.069902,-2.752647,S107718,25/12/2023,Wheel Alignment,326,A53888,01/05/2023,Tire puncture during accident,1643,Major
C02301,BMW,Z4,2,Cruise Control,Petrol,1997,179566,3245,Johnson and Sons,Derby,50.88672,-1.056824,S06970,01/10/2020,Suspension Check,172,A03352,05/09/2022,Minor fender bender,3155,Moderate
C02301,BMW,Z4,2,Cruise Control,Petrol,1997,179566,3245,Johnson and Sons,Derby,50.88672,-1.056824,S06968,04/10/2020,Oil Change,109,A03352,05/09/2022,Minor fender bender,3155,Moderate
C18499,BMW,Z4,2,Heated Seats,Petrol,2020,18318,47984,Carr-Shaw,Woking,50.712268,-0.750035,S55750,28/11/2021,Brake Replacement,284,A27785,20/04/2023,Head-on collision,4193,Severe
C18499,BMW,Z4,2,Air Conditioning,Petrol,2020,18318,47984,Carr-Shaw,Woking,50.712268,-0.750035,S55750,28/11/2021,Brake Replacement,284,A27785,20/04/2023,Head-on collision,4193,Severe
C18499,BMW,Z4,2,Navigation,Petrol,2020,18318,47984,Carr-Shaw,Woking,50.712268,-0.750035,S55750,28/11/2021,Brake Replacement,284,A27785,20/04/2023,Head-on collision,4193,Severe
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21666,22/04/2025,Oil Change,320,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21665,21/04/2025,Spark Plug Replacement,230,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10781,22/11/2021,Front bumper scrape,840,Severe
C07174,Ford,Fiesta,1.4,Navigation,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Cruise Control,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10782,04/03/2024,Parking lot scrape,512,Minor
C07174,Ford,Fiesta,1.4,Heated Seats,Petrol,1991,276538,473,Schroeder and Sons,Aberdeen,54.748374,0.233383,S21664,08/03/2022,Brake Replacement,170,A10782,04/03/2024,Parking lot scrape,512,Minor
C06709,Toyota,Prius,1,Navigation,Hybrid,1994,130034,3189,Perez Group,Chester,50.987354,-1.084662,S20224,31/08/2023,Oil Change,320,A10079,06/06/2023,Rear quarter panel dent,462,Moderate
C06709,Toyota,Prius,1,Navigation,Hybrid,1994,130034,3189,Perez Group,Chester,50.987354,-1.084662,S20224,31/08/2023,Oil Change,320,A10080,27/11/2024,Accident on slippery road,2307,Severe
C06709,Toyota,Prius,1,Navigation,Hybrid,1994,130034,3189,Perez Group,Chester,50.987354,-1.084662,S20221,14/02/2023,Battery Replacement,493,A10079,06/06/2023,Rear quarter panel dent,462,Moderate
C06709,Toyota,Prius,1,Navigation,Hybrid,1994,130034,3189,Perez Group,Chester,50.987354,-1.084662,S20221,14/02/2023,Battery Replacement,493,A10080,27/11/2024,Accident on slippery road,2307,Severe
C06709,Toyota,Prius,1,Navigation,Hybrid,1994,130034,3189,Perez Group,Chester,50.987354,-1.084662,S20222,09/09/2020,Wheel Alignment,151,A10079,06/06/2023,Rear quarter panel dent,462,Moderate
