car_id,manufacturer,model,engine_size,fuel_type,year_of_manufacturing,mileage,price,features,dealer_id
C42807,VW,Passat,2.0,Diesel,1992,182348,2261,"Bluetooth, Navigation, Sunroof",D00034
C49777,Ford,Focus,1.4,Diesel,1986,234777,760,Heated Seats,D00050
C06758,VW,Golf,1.6,Hybrid,1994,16548,6993,"Bluetooth, Cruise Control, Heated Seats",D00040
C18411,Porsche,Cayenne,2.6,Petrol,2019,24322,70892,Heated Seats,D00007
C17365,BMW,M5,4.4,Petrol,2004,148756,17915,"Bluetooth, Sunroof",D00044
C20694,Ford,Mondeo,1.4,Diesel,2007,123992,7859,Sunroof,D00043
C14450,BMW,X3,2.0,Diesel,1997,169173,3908,"Bluetooth, Cruise Control, Navigation, Sunroof",D00012
C31060,Ford,Mondeo,1.4,Diesel,2012,37455,19911,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00041
C30710,Ford,Fiesta,1.4,Petrol,2006,75391,6947,Cruise Control,D00007
C16512,VW,Golf,1.8,Petrol,2005,110502,6979,"Cruise Control, Heated Seats, Navigation",D00022
C20728,VW,Golf,1.6,Petrol,2003,111771,5704,Bluetooth,D00013
C30935,Ford,Fiesta,1.4,Petrol,2010,47542,10867,"Cruise Control, Heated Seats, Sunroof",D00016
C28464,Toyota,RAV4,2.0,Hybrid,2000,39125,14900,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00031
C14556,Toyota,RAV4,1.8,Hybrid,2022,3264,74705,Bluetooth,D00010
C46076,VW,Golf,2.0,Diesel,2007,53808,13078,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00050
C40873,VW,Passat,2.0,Diesel,2018,29250,39345,"Air Conditioning, Navigation, Sunroof",D00016
C08141,Ford,Mondeo,1.6,Diesel,2002,144403,5120,"Air Conditioning, Bluetooth, Sunroof",D00046
C46332,BMW,M5,4.4,Petrol,2011,53197,57366,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00029
C22461,VW,Golf,1.6,Diesel,2000,136548,4046,"Air Conditioning, Bluetooth",D00007
C16181,Ford,Fiesta,1.4,Petrol,2000,106226,3738,Sunroof,D00007
C41134,VW,Passat,1.4,Petrol,1995,210999,1711,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00025
C31279,Toyota,Prius,1.8,Hybrid,1998,116643,6196,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00023
C24121,Ford,Focus,1.6,Diesel,2003,161651,4794,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00007
C02291,VW,Polo,1.4,Petrol,2015,46554,15660,"Bluetooth, Navigation, Sunroof",D00047
C09027,Ford,Focus,1.6,Petrol,2014,30507,24345,"Bluetooth, Cruise Control, Heated Seats",D00035
C24447,Porsche,911,2.2,Petrol,2014,43327,62300,"Bluetooth, Cruise Control, Navigation, Sunroof",D00016
C12484,Ford,Focus,1.4,Petrol,1999,173828,2952,Cruise Control,D00043
C47756,Porsche,911,2.2,Petrol,1998,48288,20799,"Bluetooth, Navigation",D00021
C08133,BMW,M5,4.4,Petrol,2002,168470,13312,Air Conditioning,D00029
C24164,BMW,X3,3.0,Diesel,2005,137315,10603,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00010
C28725,BMW,X3,2.4,Diesel,2007,182103,7469,Heated Seats,D00035
C06982,VW,Golf,1.8,Petrol,1998,168097,2761,Air Conditioning,D00039
C20028,BMW,Z4,2.4,Petrol,2008,55407,18970,"Heated Seats, Navigation, Sunroof",D00031
C21370,Toyota,Prius,1.8,Hybrid,1991,217480,1669,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00001
C14775,BMW,Z4,2.0,Petrol,2009,57882,18221,Heated Seats,D00008
C06120,Ford,Focus,1.0,Petrol,1992,136580,2127,"Bluetooth, Cruise Control",D00050
C18296,Ford,Focus,1.0,Petrol,1999,142486,3235,"Navigation, Sunroof",D00012
C32156,Ford,Focus,1.0,Petrol,2015,39815,19479,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00018
C23935,Toyota,Yaris,1.2,Petrol,1996,68315,4010,"Air Conditioning, Cruise Control",D00038
C42674,Ford,Focus,1.6,Diesel,2000,210675,2569,Bluetooth,D00005
C49291,Ford,Mondeo,1.8,Diesel,2008,126551,9338,"Air Conditioning, Navigation",D00015
C39737,VW,Golf,1.4,Petrol,1987,264166,495,"Air Conditioning, Sunroof",D00049
C10400,Toyota,Yaris,1.0,Petrol,2011,75879,9457,"Air Conditioning, Bluetooth",D00038
C42997,Toyota,Prius,1.8,Hybrid,1997,155765,4246,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00049
C21057,Toyota,RAV4,2.0,Hybrid,1986,241235,1194,Bluetooth,D00019
C09481,VW,Golf,1.2,Petrol,2011,34406,14175,"Air Conditioning, Heated Seats, Navigation",D00029
C21123,Ford,Mondeo,1.8,Diesel,2011,87214,15282,Cruise Control,D00011
C25279,BMW,X3,2.4,Petrol,1988,190275,1867,"Air Conditioning, Bluetooth, Cruise Control",D00009
C01454,VW,Polo,1.4,Petrol,1992,190443,1135,"Air Conditioning, Cruise Control, Heated Seats",D00003
C45747,Ford,Focus,1.0,Petrol,2017,33236,23139,"Bluetooth, Cruise Control, Navigation, Sunroof",D00005
C48826,Ford,Focus,1.6,Petrol,2012,41679,19949,"Air Conditioning, Bluetooth, Heated Seats",D00022
C41722,VW,Polo,1.6,Petrol,2000,206154,1802,"Bluetooth, Heated Seats",D00027
C31070,Ford,Mondeo,1.6,Diesel,1998,284185,1132,"Bluetooth, Heated Seats, Sunroof",D00015
C27970,VW,Golf,2.0,Diesel,1991,65449,4175,"Cruise Control, Navigation",D00002
C11484,VW,Golf,2.0,Diesel,1996,185346,2308,"Bluetooth, Heated Seats, Sunroof",D00002
C39760,Ford,Fiesta,1.4,Diesel,2020,18040,26381,"Air Conditioning, Cruise Control",D00048
C21612,Toyota,Yaris,1.4,Hybrid,2020,18942,34739,"Air Conditioning, Navigation, Sunroof",D00014
C06405,Toyota,RAV4,2.2,Hybrid,1990,162406,3274,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00050
C16378,Ford,Fiesta,1.0,Hybrid,2016,17243,19602,"Air Conditioning, Heated Seats, Sunroof",D00026
C23624,VW,Golf,1.6,Petrol,2006,130455,6033,Sunroof,D00010
C46379,Ford,Focus,1.0,Petrol,2018,47037,22772,"Air Conditioning, Bluetooth, Cruise Control",D00038
C40414,Toyota,Prius,1.8,Hybrid,2010,65028,19912,"Bluetooth, Heated Seats, Navigation, Sunroof",D00039
C39224,Porsche,911,2.2,Petrol,2012,52530,51511,Sunroof,D00046
C30919,Toyota,Yaris,1.4,Hybrid,2013,64396,16567,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00050
C04616,Toyota,Prius,1.4,Hybrid,2004,201170,4049,"Bluetooth, Cruise Control, Heated Seats",D00042
C09452,Ford,Mondeo,1.4,Petrol,2017,23179,28729,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00033
C15281,Toyota,Yaris,1.4,Petrol,2002,39160,7767,"Navigation, Sunroof",D00013
C08539,Ford,Mondeo,1.6,Diesel,2006,84959,10488,Navigation,D00022
C19812,Toyota,RAV4,2.0,Hybrid,2000,133271,7708,Cruise Control,D00040
C34892,Toyota,RAV4,2.2,Hybrid,1984,253544,978,"Bluetooth, Cruise Control, Heated Seats",D00035
C44102,Toyota,Prius,1.4,Hybrid,1997,188639,2833,"Air Conditioning, Cruise Control, Sunroof",D00040
C28267,BMW,X3,3.0,Diesel,2006,86333,16636,Navigation,D00022
C27255,Ford,Fiesta,1.4,Petrol,2016,45433,16423,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00039
C18470,Toyota,Prius,1.8,Hybrid,2003,92493,10339,Sunroof,D00002
C02195,VW,Passat,1.8,Diesel,1990,98121,3682,Bluetooth,D00033
C29790,Ford,Focus,1.4,Petrol,2007,108428,8504,"Bluetooth, Cruise Control, Navigation, Sunroof",D00048
C13877,VW,Golf,2.0,Diesel,2005,84032,9360,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00025
C30588,VW,Polo,1.6,Petrol,1991,281749,494,"Air Conditioning, Bluetooth, Heated Seats",D00031
C37400,VW,Passat,1.6,Diesel,1999,175144,3430,"Air Conditioning, Heated Seats, Navigation",D00040
C15278,VW,Golf,2.0,Petrol,2016,29588,26262,"Air Conditioning, Cruise Control",D00049
C14615,Ford,Fiesta,1.4,Diesel,2021,10628,29342,"Air Conditioning, Heated Seats",D00042
C31202,VW,Passat,1.6,Diesel,1995,210596,1928,Air Conditioning,D00015
C26753,Ford,Focus,1.0,Petrol,1991,101476,2604,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00033
C47695,VW,Golf,1.4,Petrol,2006,108650,6671,Heated Seats,D00020
C06731,Ford,Mondeo,1.6,Petrol,1992,187049,1750,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00001
C44201,VW,Golf,1.8,Petrol,2005,129390,6036,Cruise Control,D00003
C09009,VW,Golf,1.8,Hybrid,1993,214452,1585,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00006
C46257,Toyota,RAV4,2.4,Hybrid,2010,55165,28802,Sunroof,D00035
C18311,Ford,Mondeo,1.6,Diesel,1990,270743,753,"Bluetooth, Navigation, Sunroof",D00004
C34560,Toyota,Yaris,1.0,Hybrid,2010,61275,11699,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00013
C05788,VW,Polo,2.0,Petrol,2012,55910,14454,"Air Conditioning, Cruise Control, Sunroof",D00015
C18863,Toyota,RAV4,2.2,Hybrid,1995,106409,7120,Heated Seats,D00027
C45955,VW,Passat,1.6,Petrol,2020,18782,40607,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00002
C26879,VW,Polo,2.0,Petrol,1997,128492,3167,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00008
C03278,Toyota,RAV4,2.0,Hybrid,2000,151702,6644,"Air Conditioning, Cruise Control, Sunroof",D00011
C31412,Ford,Fiesta,1.4,Petrol,2018,29014,20681,"Air Conditioning, Cruise Control, Heated Seats",D00030
C29513,BMW,M5,4.4,Petrol,1999,211847,7475,"Cruise Control, Heated Seats, Sunroof",D00030
C14890,Ford,Focus,2.0,Diesel,2005,138656,7391,"Cruise Control, Heated Seats, Navigation",D00016
C31594,VW,Golf,1.8,Petrol,1988,151354,1629,Sunroof,D00050
C10677,Toyota,Prius,1.8,Hybrid,1991,220454,1625,"Air Conditioning, Heated Seats, Navigation",D00029
C12672,Toyota,RAV4,2.2,Petrol,2013,53017,28451,Air Conditioning,D00014
C32139,Ford,Focus,2.0,Diesel,2007,139142,8412,"Cruise Control, Navigation",D00048
C33656,Toyota,RAV4,1.8,Hybrid,1991,263125,1291,"Bluetooth, Cruise Control",D00049
C31655,BMW,X3,3.0,Diesel,2005,141894,10221,"Air Conditioning, Heated Seats, Navigation",D00049
C19254,Porsche,911,3.5,Petrol,2015,52470,79387,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00008
C14363,Ford,Focus,2.0,Petrol,2003,57462,11097,"Heated Seats, Sunroof",D00026
C12185,VW,Passat,1.6,Diesel,2001,157939,4530,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00041
C32092,Ford,Mondeo,2.0,Diesel,2020,18708,45139,"Bluetooth, Heated Seats",D00012
C29407,Ford,Fiesta,1.4,Petrol,2021,12892,27612,"Bluetooth, Cruise Control, Navigation",D00030
C17013,BMW,Z4,2.0,Petrol,1997,170975,3491,Sunroof,D00031
C46051,Ford,Mondeo,2.0,Diesel,2015,48338,27213,Navigation,D00048
C15395,Toyota,Prius,1.4,Hybrid,2018,40650,34894,"Heated Seats, Navigation",D00003
C00305,VW,Passat,1.6,Petrol,1993,131899,3125,Heated Seats,D00014
C10884,Toyota,Yaris,1.2,Hybrid,1985,159089,1165,"Cruise Control, Sunroof",D00015
C25251,Ford,Focus,2.0,Petrol,2011,102350,13883,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00022
C22757,VW,Polo,1.4,Petrol,2014,60929,13380,"Heated Seats, Navigation, Sunroof",D00013
C00153,VW,Passat,2.0,Petrol,1993,158259,2822,Heated Seats,D00016
C05863,Toyota,Yaris,1.4,Hybrid,1990,197113,1269,Air Conditioning,D00043
C32857,Toyota,Yaris,1.2,Petrol,2006,132465,4889,Heated Seats,D00043
C03446,VW,Golf,1.8,Petrol,2000,161531,3333,"Air Conditioning, Heated Seats, Sunroof",D00029
C18674,Toyota,Yaris,1.2,Petrol,1996,156669,2063,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00033
C16421,Toyota,Yaris,1.0,Petrol,2000,152361,2548,Bluetooth,D00014
C43750,Toyota,Prius,1.0,Hybrid,1993,237070,1190,"Bluetooth, Navigation",D00003
C01419,VW,Polo,1.4,Petrol,1995,233428,945,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00023
C04703,VW,Golf,1.2,Hybrid,2009,52147,13368,"Air Conditioning, Heated Seats, Navigation",D00012
C15484,Porsche,Cayenne,2.6,Petrol,1988,271164,1272,"Heated Seats, Navigation",D00008
C45565,Porsche,911,2.6,Petrol,2006,116825,23957,"Bluetooth, Heated Seats, Sunroof",D00022
C05562,Ford,Mondeo,1.8,Diesel,2015,57198,24417,"Navigation, Sunroof",D00046
C31565,VW,Polo,2.0,Petrol,2002,141258,3995,Navigation,D00015
C07375,VW,Passat,1.6,Diesel,2015,37792,27412,"Heated Seats, Navigation",D00015
C21024,Ford,Fiesta,1.4,Petrol,2018,21593,21563,"Bluetooth, Heated Seats, Sunroof",D00023
C22202,VW,Golf,1.6,Hybrid,2012,74394,16304,"Air Conditioning, Bluetooth, Heated Seats",D00020
C30611,Ford,Fiesta,1.4,Petrol,2007,59701,8240,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00008
C27654,Toyota,Prius,1.0,Hybrid,1995,209307,1747,"Bluetooth, Navigation, Sunroof",D00042
C22640,Ford,Focus,1.4,Petrol,1997,163695,2814,Bluetooth,D00011
C17803,VW,Polo,1.0,Petrol,2015,53849,12647,Cruise Control,D00033
C13730,VW,Golf,1.6,Petrol,2008,77690,10175,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00016
C39060,Ford,Mondeo,2.0,Diesel,2011,62463,19055,"Cruise Control, Navigation",D00032
C40752,Ford,Fiesta,1.4,Petrol,1989,128994,1509,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00016
C20413,VW,Polo,1.2,Petrol,2013,37461,13405,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00022
C35198,Ford,Mondeo,1.8,Diesel,2009,93021,12833,"Cruise Control, Sunroof",D00044
C30273,BMW,Z4,2.2,Petrol,1995,267466,1349,"Bluetooth, Navigation, Sunroof",D00038
C07816,BMW,X3,2.4,Diesel,1992,235657,1707,"Air Conditioning, Cruise Control",D00047
C41111,VW,Passat,1.6,Diesel,1994,97044,4568,"Bluetooth, Navigation",D00042
C28082,BMW,Z4,3.0,Petrol,1999,160825,5321,Cruise Control,D00007
C10631,Toyota,Prius,1.0,Hybrid,2004,78921,9061,"Heated Seats, Sunroof",D00015
C27919,VW,Passat,1.6,Diesel,1991,182133,1895,"Cruise Control, Sunroof",D00039
C10418,Toyota,Yaris,1.4,Petrol,2019,22970,26486,"Air Conditioning, Bluetooth, Sunroof",D00005
C42729,VW,Golf,2.0,Petrol,2001,194473,2834,Sunroof,D00046
C08257,Ford,Fiesta,1.4,Petrol,2005,121739,4639,Sunroof,D00015
C44678,Ford,Mondeo,1.6,Diesel,1999,120203,5075,Navigation,D00025
C08695,Toyota,Prius,1.0,Hybrid,2005,132115,6531,"Bluetooth, Heated Seats, Navigation, Sunroof",D00031
C06852,VW,Passat,1.8,Diesel,1995,175397,2781,"Air Conditioning, Heated Seats, Navigation",D00007
C04727,Ford,Focus,1.0,Petrol,1999,155395,2912,Bluetooth,D00033
C03258,Toyota,RAV4,2.0,Hybrid,1998,163996,5251,"Heated Seats, Navigation, Sunroof",D00042
C45477,Toyota,Prius,1.0,Hybrid,2007,45181,13781,Air Conditioning,D00033
C24986,Toyota,Yaris,1.4,Hybrid,2003,72868,8040,"Air Conditioning, Navigation, Sunroof",D00032
C46199,BMW,X3,3.0,Diesel,1999,162506,5785,"Air Conditioning, Bluetooth, Navigation",D00017
C14444,BMW,Z4,3.0,Petrol,2013,40239,32506,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00028
C46267,Toyota,Yaris,1.4,Hybrid,2003,73742,7992,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00017
C37025,Ford,Fiesta,1.2,Petrol,2005,145020,3572,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00048
C31724,BMW,M5,4.4,Petrol,1999,149231,12787,Bluetooth,D00035
C04833,Ford,Focus,1.8,Petrol,2002,70107,9066,"Cruise Control, Navigation, Sunroof",D00034
C09318,VW,Golf,1.4,Petrol,1991,142492,1886,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00019
C06134,Ford,Focus,2.0,Hybrid,1997,111172,6135,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00015
C28816,VW,Golf,1.2,Petrol,2011,76232,10871,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00018
C04501,BMW,M5,4.4,Petrol,1992,297999,2111,Air Conditioning,D00045
C11501,BMW,Z4,2.0,Petrol,2013,30522,28100,"Cruise Control, Heated Seats, Navigation",D00024
C02943,Toyota,RAV4,2.2,Hybrid,1999,186593,4856,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00018
C12592,Ford,Focus,1.6,Petrol,1999,146804,3952,"Cruise Control, Navigation",D00028
C29552,Ford,Fiesta,1.4,Petrol,2002,105998,4279,"Bluetooth, Heated Seats",D00043
C06873,VW,Passat,2.0,Diesel,2017,68770,28811,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00003
C07398,Ford,Fiesta,1.4,Petrol,1994,140262,1925,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00023
C26770,Porsche,718 Cayman,2.4,Petrol,2010,77156,22709,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00018
C44437,Ford,Focus,1.8,Diesel,2013,38031,24272,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00024
C39102,Toyota,Yaris,1.2,Hybrid,2006,108295,7065,Air Conditioning,D00009
C41672,VW,Polo,1.0,Petrol,2008,65606,7352,"Bluetooth, Cruise Control, Navigation",D00045
C23404,VW,Golf,1.6,Petrol,1993,196650,1459,"Heated Seats, Sunroof",D00010
C37370,Ford,Fiesta,1.2,Petrol,2001,164602,2328,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00039
C42944,Ford,Focus,2.0,Diesel,1994,199838,2119,"Air Conditioning, Bluetooth, Sunroof",D00029
C10982,BMW,X3,3.0,Diesel,2016,46754,42075,"Bluetooth, Cruise Control, Navigation",D00031
C05021,VW,Passat,1.6,Diesel,2017,25376,33654,"Air Conditioning, Bluetooth, Navigation",D00001
C14829,BMW,Z4,2.2,Petrol,1988,187180,1749,"Bluetooth, Heated Seats, Navigation",D00011
C09827,Ford,Fiesta,1.0,Petrol,2012,102318,7238,"Air Conditioning, Bluetooth",D00042
C38297,Toyota,Prius,1.8,Hybrid,2007,98559,12920,"Bluetooth, Cruise Control, Heated Seats",D00011
C37919,Toyota,RAV4,1.8,Hybrid,2015,4693,46506,"Cruise Control, Heated Seats, Navigation, Sunroof",D00033
C35351,Toyota,Prius,1.8,Hybrid,2016,30280,36803,Navigation,D00003
C11108,Toyota,Yaris,1.0,Hybrid,2020,15477,29917,Navigation,D00044
C45132,Ford,Mondeo,1.6,Diesel,2011,26040,21272,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00036
C21422,VW,Polo,1.0,Petrol,2022,6738,26442,"Bluetooth, Cruise Control, Navigation, Sunroof",D00033
C19354,Ford,Focus,1.8,Diesel,2019,30057,37937,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00009
C12937,Porsche,Cayenne,4.0,Petrol,2016,42011,64947,"Heated Seats, Sunroof",D00021
C41334,Ford,Mondeo,2.0,Diesel,2001,139247,5583,"Bluetooth, Cruise Control, Navigation",D00002
C02902,Ford,Mondeo,2.0,Diesel,1993,46537,6348,"Air Conditioning, Navigation",D00017
C05353,Ford,Focus,2.0,Petrol,1988,196842,1389,"Bluetooth, Cruise Control, Navigation, Sunroof",D00032
C20583,Ford,Mondeo,2.0,Diesel,2021,3957,52161,"Air Conditioning, Bluetooth",D00048
C03629,BMW,M5,4.0,Petrol,2020,22013,119898,Heated Seats,D00047
C19434,Ford,Fiesta,1.2,Petrol,2005,103789,4919,"Cruise Control, Heated Seats, Navigation, Sunroof",D00019
C25949,Porsche,718 Cayman,2.0,Petrol,1995,220172,2402,Air Conditioning,D00007
C43278,VW,Passat,2.0,Diesel,2003,155849,5888,Sunroof,D00015
C25587,Ford,Mondeo,1.6,Diesel,2019,16864,38150,Navigation,D00040
C41676,VW,Polo,1.4,Diesel,2017,39667,19590,"Bluetooth, Heated Seats, Navigation, Sunroof",D00020
C09862,Toyota,Yaris,1.4,Hybrid,2004,116451,6280,"Cruise Control, Sunroof",D00005
C04202,Ford,Fiesta,1.2,Petrol,2009,67812,8266,"Air Conditioning, Heated Seats",D00026
C11824,Ford,Mondeo,2.0,Diesel,2019,22708,41306,"Air Conditioning, Heated Seats",D00006
C15258,Ford,Mondeo,1.8,Diesel,2019,16102,40632,"Heated Seats, Navigation, Sunroof",D00009
C24608,Porsche,718 Cayman,2.0,Petrol,1995,142950,4660,"Air Conditioning, Bluetooth",D00032
C35943,VW,Passat,2.0,Diesel,1996,69012,7093,"Bluetooth, Navigation, Sunroof",D00012
C38875,Porsche,Cayenne,4.0,Petrol,2010,95806,30444,"Bluetooth, Cruise Control, Navigation, Sunroof",D00010
C35679,Toyota,RAV4,1.8,Hybrid,1994,194321,2942,Heated Seats,D00026
C33750,Ford,Fiesta,1.0,Petrol,2003,145842,2835,"Air Conditioning, Navigation",D00046
C06536,VW,Passat,1.6,Petrol,2015,56136,23321,"Bluetooth, Heated Seats, Navigation, Sunroof",D00043
C25901,Toyota,Prius,1.4,Hybrid,1988,293676,594,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00009
C39109,VW,Polo,1.6,Petrol,2020,18014,27570,Air Conditioning,D00047
C42868,VW,Golf,1.4,Hybrid,2017,33071,27623,Air Conditioning,D00013
C34790,Toyota,Prius,1.0,Hybrid,2007,49261,13439,Sunroof,D00040
C02241,Ford,Mondeo,1.4,Diesel,2000,197828,2667,Sunroof,D00049
C30027,VW,Polo,1.2,Petrol,2005,90377,5564,"Heated Seats, Navigation, Sunroof",D00047
C16179,VW,Passat,1.4,Diesel,2001,125505,5500,"Air Conditioning, Bluetooth, Navigation",D00004
C32057,VW,Golf,1.6,Petrol,2001,189630,2644,"Heated Seats, Navigation",D00016
C40071,Toyota,RAV4,2.4,Petrol,1997,174642,4099,Cruise Control,D00004
C23407,Toyota,Prius,1.4,Hybrid,1996,150261,3665,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00005
C34355,VW,Polo,1.0,Petrol,1995,224736,864,"Cruise Control, Navigation",D00037
C16471,VW,Polo,1.4,Diesel,2000,119435,3646,"Bluetooth, Heated Seats, Sunroof",D00018
C13624,VW,Golf,2.0,Petrol,1998,228362,1715,"Air Conditioning, Sunroof",D00047
C02238,VW,Golf,1.6,Petrol,1988,229431,779,"Air Conditioning, Navigation",D00039
C22280,Ford,Fiesta,1.2,Petrol,1993,157076,1454,"Bluetooth, Heated Seats, Sunroof",D00034
C11445,BMW,X3,2.4,Diesel,2001,160461,6014,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00027
C06903,Toyota,Prius,1.8,Hybrid,1991,180972,2301,"Bluetooth, Cruise Control, Navigation",D00048
C45701,Toyota,Prius,1.0,Hybrid,1993,144099,2666,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00004
C33151,Toyota,Yaris,1.0,Hybrid,2011,50709,13376,Air Conditioning,D00037
C22776,VW,Polo,1.6,Petrol,2016,31789,19544,"Air Conditioning, Bluetooth, Navigation",D00023
C25687,Ford,Mondeo,1.4,Petrol,2009,53810,14046,"Air Conditioning, Navigation, Sunroof",D00020
C06275,VW,Golf,1.8,Diesel,2011,83212,13323,Air Conditioning,D00040
C18462,VW,Golf,1.6,Diesel,1999,126357,4102,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00002
C21340,BMW,Z4,2.4,Petrol,1996,220232,2325,"Cruise Control, Sunroof",D00004
C11563,VW,Polo,1.0,Petrol,1988,126081,1252,"Heated Seats, Navigation",D00011
C04204,VW,Golf,1.4,Petrol,1993,208488,1229,Bluetooth,D00026
C47783,Toyota,Prius,1.0,Hybrid,2002,182995,3509,Bluetooth,D00019
C36880,Ford,Fiesta,1.0,Petrol,2001,163995,2136,"Bluetooth, Cruise Control, Navigation, Sunroof",D00024
C38917,Toyota,Yaris,1.4,Hybrid,2002,108819,5822,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00047
C18113,Ford,Focus,1.8,Petrol,1989,287301,614,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00001
C46786,BMW,Z4,2.4,Petrol,2002,215204,3629,"Air Conditioning, Bluetooth, Heated Seats",D00039
C17475,VW,Passat,1.8,Diesel,1988,263570,790,Sunroof,D00045
C12348,VW,Golf,1.4,Petrol,2010,56039,12549,"Air Conditioning, Navigation, Sunroof",D00009
C45022,Ford,Fiesta,1.2,Petrol,1992,175771,1162,"Air Conditioning, Cruise Control",D00022
C41648,Ford,Mondeo,1.4,Diesel,1994,125793,3257,Sunroof,D00002
C30883,VW,Passat,1.4,Diesel,2004,165679,4852,"Bluetooth, Navigation",D00045
C49486,Ford,Fiesta,1.4,Petrol,2019,12583,24205,Air Conditioning,D00004
C28580,Toyota,Prius,1.8,Hybrid,2004,201330,4585,Sunroof,D00011
C45912,Porsche,911,3.0,Petrol,2012,82514,49317,"Cruise Control, Sunroof",D00024
C35003,VW,Golf,1.2,Petrol,2012,53621,13481,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00049
C13006,Toyota,Prius,1.8,Hybrid,2017,41083,36918,"Cruise Control, Sunroof",D00046
C14958,Ford,Mondeo,1.6,Diesel,1998,124539,4591,"Bluetooth, Heated Seats, Navigation",D00024
C47922,BMW,X3,2.0,Diesel,2022,5687,64633,"Bluetooth, Heated Seats",D00026
C00492,Toyota,RAV4,2.4,Hybrid,2010,52925,29212,"Bluetooth, Cruise Control",D00047
C31121,BMW,Z4,2.0,Petrol,2007,94344,12439,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00032
C20353,Ford,Mondeo,1.6,Diesel,1998,118968,4793,"Bluetooth, Cruise Control, Sunroof",D00035
C16931,Toyota,Yaris,1.0,Petrol,1999,167423,2103,"Bluetooth, Heated Seats, Sunroof",D00026
C28899,BMW,M5,4.0,Petrol,1987,312118,1260,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00025
C40585,Ford,Focus,1.6,Diesel,2014,38736,24359,"Air Conditioning, Cruise Control, Heated Seats",D00034
C11025,Porsche,718 Cayman,2.4,Petrol,1998,172950,4862,"Bluetooth, Heated Seats, Navigation, Sunroof",D00035
C38290,BMW,X3,2.4,Diesel,1993,217459,2151,"Cruise Control, Sunroof",D00041
C43660,Porsche,Cayenne,3.0,Petrol,1995,203249,4052,"Bluetooth, Heated Seats, Navigation, Sunroof",D00030
C13127,BMW,X3,2.0,Diesel,1985,122380,2566,"Heated Seats, Sunroof",D00047
C26264,Toyota,RAV4,2.0,Hybrid,2008,110179,15702,"Air Conditioning, Cruise Control, Navigation",D00019
