AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A22386,C14862,2021-10-03,Scratched paint on rear bumper,1137.0,Moderate
A22387,C14862,2023-08-16,Minor collision at roundabout,157.0,Minor
A22388,C14862,2025-02-06,Rear-end hit at traffic light,3450.0,Minor
A09228,C06167,2023-07-16,Rear bumper collision,4500.0,Moderate
A52705,C35102,2021-10-05,Windshield damage,828.0,Major
A52706,C35102,2024-07-19,Side mirror broken,380.0,Minor
A52707,C35102,2025-01-12,Side mirror broken,1180.0,Minor
A05318,C03595,2021-11-01,Hood dent from minor crash,4787.0,Minor
A05319,C03595,2023-09-06,Parking lot scrape,1411.0,Severe
A05320,C03595,2024-01-04,Rear-end hit at traffic light,693.0,Major
A37930,C25245,2021-01-07,Side mirror broken,244.0,Severe
A37931,C25245,2022-04-27,Rear quarter panel dent,889.0,Severe
A37932,C25245,2021-05-05,Scratched paint on rear bumper,3211.0,Moderate
A51848,C34515,2021-04-07,Minor parking lot accident,1155.0,Major
A71735,C47696,2022-03-17,Minor parking lot accident,2119.0,Severe
A60498,C40208,2021-08-21,Rear quarter panel dent,1442.0,Major
A60499,C40208,2024-07-13,Rear quarter panel dent,265.0,Moderate
A60500,C40208,2023-08-10,Minor collision at roundabout,3130.0,Severe
A30549,C20323,2024-01-28,Side swipe from passing vehicle,3080.0,Severe
A30550,C20323,2025-01-05,Fender scratch from curb,1142.0,Minor
A30551,C20323,2023-08-12,Head-on collision,3400.0,Major
A13226,C08781,2025-07-06,Parking lot scrape,4822.0,Severe
A13227,C08781,2023-12-11,Side mirror broken,790.0,Severe
A07755,C05200,2021-08-07,Side swipe from passing vehicle,806.0,Minor
A44225,C29432,2022-09-27,Door dent from tight parking,2627.0,Minor
A44226,C29432,2022-01-19,Damage from pothole incident,2435.0,Severe
A60451,C40174,2024-08-08,Scratched paint on rear bumper,1038.0,Severe
A60452,C40174,2024-10-18,Scratched paint on rear bumper,1275.0,Minor
A05851,C03934,2024-07-04,Front bumper scrape,3043.0,Moderate
A05852,C03934,2021-04-05,Rear bumper collision,2095.0,Severe
A05853,C03934,2021-01-22,Damage from pothole incident,4195.0,Minor
A01444,C00990,2024-06-24,Minor fender bender,3143.0,Severe
A01445,C00990,2023-05-13,Accident on slippery road,1326.0,Minor
A01446,C00990,2023-10-01,Head-on collision,3161.0,Minor
A18745,C12424,2024-04-12,Minor collision at roundabout,449.0,Major
A18746,C12424,2022-11-14,Fender scratch from curb,1571.0,Moderate
A18747,C12424,2023-03-02,Rear-end hit at traffic light,3736.0,Minor
A57803,C38462,2022-02-07,Parking lot scrape,4584.0,Major
A57804,C38462,2022-06-14,Rear bumper collision,242.0,Moderate
A57805,C38462,2023-08-21,Hood dent from minor crash,3734.0,Moderate
A09379,C06268,2024-10-30,Side panel scratch,2226.0,Major
A09380,C06268,2023-03-17,Minor fender bender,3511.0,Severe
A21316,C14149,2022-12-23,Windshield damage,2627.0,Major
A21317,C14149,2020-10-12,Rear bumper collision,3553.0,Moderate
A07451,C05004,2022-07-21,Door dent from tight parking,4349.0,Moderate
A07452,C05004,2021-12-17,Fender scratch from curb,1892.0,Major
A15886,C10509,2020-11-18,Door dent from tight parking,4642.0,Major
A15887,C10509,2022-01-14,Hood dent from minor crash,1297.0,Severe
A31690,C21115,2021-11-12,Side mirror broken,2729.0,Moderate
A31691,C21115,2021-03-06,Minor parking lot accident,4880.0,Major
A73169,C48634,2023-10-18,Minor parking lot accident,1697.0,Moderate
A73170,C48634,2021-12-22,Accident on slippery road,317.0,Severe
A53684,C35737,2021-10-20,Minor parking lot accident,857.0,Moderate
A53685,C35737,2024-10-22,Side panel scratch,4984.0,Moderate
A53686,C35737,2021-05-11,Minor collision at roundabout,1540.0,Minor
A54057,C35983,2021-09-05,Rear-end hit at traffic light,751.0,Major
A54058,C35983,2021-07-09,Damage from pothole incident,516.0,Minor
A54059,C35983,2023-05-10,Tire puncture during accident,4716.0,Severe
A61707,C41015,2021-12-30,Side swipe from passing vehicle,186.0,Major
A32393,C21591,2024-11-01,Rear quarter panel dent,4689.0,Major
A17467,C11595,2024-10-05,Head-on collision,4082.0,Major
A71769,C47716,2024-05-31,Fender scratch from curb,4563.0,Minor
A28383,C18906,2022-05-16,Windshield damage,4586.0,Severe
A28384,C18906,2023-07-25,Side mirror broken,4466.0,Minor
A67499,C44880,2024-05-06,Minor fender bender,3689.0,Major
A38970,C25912,2024-06-26,Rear bumper collision,3870.0,Moderate
A38971,C25912,2022-10-19,Rear bumper collision,3617.0,Minor
A38972,C25912,2024-08-31,Fender scratch from curb,4951.0,Minor
A47556,C31663,2023-01-24,Front bumper scrape,2134.0,Minor
A47557,C31663,2022-12-11,Door dent from tight parking,969.0,Severe
A06233,C04208,2023-03-10,Accident on slippery road,642.0,Minor
A06234,C04208,2022-09-13,Rear bumper collision,1952.0,Minor
A06235,C04208,2021-02-13,Side mirror broken,2480.0,Major
A55795,C37142,2024-08-15,Rear quarter panel dent,4529.0,Severe
A55796,C37142,2024-12-18,Side mirror broken,3388.0,Severe
A62641,C41631,2020-10-01,Side mirror broken,1755.0,Major
A06578,C04420,2021-12-27,Side swipe from passing vehicle,1992.0,Moderate
A06579,C04420,2024-05-23,Hood dent from minor crash,2532.0,Moderate
A06580,C04420,2021-01-26,Side swipe from passing vehicle,1934.0,Major
A02659,C01830,2024-09-19,Rear-end hit at traffic light,4243.0,Major
A24411,C16251,2025-06-01,Damage from pothole incident,800.0,Moderate
A72889,C48443,2021-05-23,Accident on slippery road,4924.0,Severe
A72890,C48443,2024-08-26,Fender scratch from curb,4724.0,Moderate
A72891,C48443,2023-11-20,Rear-end hit at traffic light,4093.0,Moderate
A06905,C04631,2024-07-27,Parking lot scrape,1939.0,Severe
A18950,C12565,2024-05-28,Rear bumper collision,1502.0,Moderate
A18951,C12565,2022-02-17,Head-on collision,1314.0,Minor
A05682,C03819,2022-02-26,Side swipe from passing vehicle,2241.0,Moderate
A05683,C03819,2025-01-09,Rear bumper collision,1502.0,Major
A05684,C03819,2024-08-16,Minor fender bender,4817.0,Major
A25156,C16769,2020-11-01,Accident on slippery road,1052.0,Minor
A25157,C16769,2023-03-01,Rear quarter panel dent,3030.0,Moderate
A21101,C14006,2020-11-16,Collision with pole,2674.0,Severe
A19909,C13206,2025-04-01,Rear quarter panel dent,2789.0,Major
A19910,C13206,2024-11-18,Minor parking lot accident,4292.0,Moderate
A39576,C26304,2020-09-04,Hood dent from minor crash,4297.0,Moderate
A39577,C26304,2022-09-12,Collision with pole,2276.0,Severe
A39578,C26304,2022-10-06,Front-end collision,1267.0,Severe
A51384,C34195,2020-10-22,Side mirror broken,466.0,Minor
A57364,C38183,2024-05-31,Minor collision at roundabout,1044.0,Severe
A53506,C35621,2023-06-29,Rear-end hit at traffic light,2547.0,Severe
A53507,C35621,2020-11-21,Tire puncture during accident,1669.0,Severe
A53508,C35621,2022-08-06,Damage from pothole incident,3730.0,Moderate
A23560,C15665,2022-06-23,Damage from pothole incident,3941.0,Minor
A23561,C15665,2020-12-10,Windshield damage,2231.0,Severe
A13427,C08920,2021-12-28,Windshield damage,2444.0,Moderate
A13428,C08920,2024-12-10,Minor parking lot accident,4694.0,Moderate
A13429,C08920,2021-03-06,Front-end collision,770.0,Minor
A05131,C03463,2022-07-10,Side panel scratch,1188.0,Major
A11535,C07679,2023-11-11,Damage from pothole incident,3564.0,Moderate
A54106,C36013,2020-12-20,Front bumper scrape,2666.0,Minor
A37776,C25156,2025-03-17,Side swipe from passing vehicle,1952.0,Moderate
A08172,C05479,2020-10-16,Minor fender bender,958.0,Moderate
A08173,C05479,2021-04-01,Minor collision at roundabout,1259.0,Severe
A08174,C05479,2024-07-14,Accident on slippery road,4698.0,Minor
A53840,C35834,2023-09-28,Accident on slippery road,2753.0,Minor
A53841,C35834,2021-12-20,Parking lot scrape,3296.0,Severe
A30860,C20547,2022-01-29,Windshield damage,1624.0,Severe
A30861,C20547,2024-02-18,Windshield damage,396.0,Major
A30862,C20547,2025-06-23,Windshield damage,3005.0,Severe
A30185,C20091,2025-04-23,Minor collision at roundabout,4417.0,Moderate
A35802,C23857,2022-08-28,Minor parking lot accident,3700.0,Moderate
A35803,C23857,2023-05-25,Fender scratch from curb,2815.0,Minor
A21021,C13950,2021-08-01,Front-end collision,1249.0,Severe
A33016,C21982,2020-10-21,Parking lot scrape,548.0,Major
A33017,C21982,2024-06-13,Side swipe from passing vehicle,441.0,Major
A33018,C21982,2021-02-19,Side swipe from passing vehicle,3710.0,Major
A50528,C33641,2021-10-15,Rear bumper collision,2880.0,Moderate
A50529,C33641,2021-12-01,Rear bumper collision,853.0,Severe
A50530,C33641,2025-03-02,Scratched paint on rear bumper,3250.0,Moderate
A10556,C07034,2021-07-30,Hood dent from minor crash,326.0,Moderate
A10557,C07034,2025-02-21,Side mirror broken,4195.0,Severe
A10558,C07034,2024-05-13,Hood dent from minor crash,779.0,Moderate
A33810,C22531,2021-04-08,Accident on slippery road,4222.0,Minor
A33811,C22531,2023-02-12,Door dent from tight parking,1320.0,Severe
A10919,C07268,2024-12-07,Fender scratch from curb,2224.0,Moderate
A10920,C07268,2020-11-08,Minor parking lot accident,2224.0,Minor
A61108,C40617,2023-12-21,Door dent from tight parking,1306.0,Major
A61109,C40617,2022-08-09,Rear quarter panel dent,4528.0,Major
A39635,C26342,2025-03-26,Door dent from tight parking,936.0,Major
A39636,C26342,2020-10-30,Front-end collision,2042.0,Minor
A39637,C26342,2024-12-19,Side swipe from passing vehicle,4417.0,Major
A59962,C39836,2024-08-16,Windshield damage,3552.0,Moderate
A47743,C31801,2023-11-12,Minor fender bender,2087.0,Major
A47744,C31801,2023-03-17,Hood dent from minor crash,4266.0,Moderate
A47745,C31801,2023-11-04,Rear-end hit at traffic light,687.0,Major
A61176,C40659,2021-08-12,Hood dent from minor crash,2607.0,Severe
A61177,C40659,2023-09-29,Minor parking lot accident,4736.0,Minor
A61178,C40659,2022-06-30,Side swipe from passing vehicle,640.0,Major
A74116,C49257,2023-09-08,Front bumper scrape,2318.0,Major
A28533,C19007,2022-12-22,Windshield damage,2303.0,Major
A04290,C02908,2022-05-23,Side swipe from passing vehicle,2543.0,Minor
A54514,C36306,2023-06-05,Collision with pole,2481.0,Severe
A54515,C36306,2021-07-20,Minor fender bender,3331.0,Major
A54516,C36306,2021-06-16,Minor fender bender,3640.0,Moderate
A19790,C13130,2021-07-06,Rear bumper collision,1632.0,Moderate
A05155,C03483,2024-09-04,Head-on collision,912.0,Severe
A08472,C05678,2022-10-15,Collision with pole,4729.0,Moderate
A67951,C45183,2021-09-28,Front-end collision,3132.0,Severe
A58186,C38707,2021-01-12,Rear bumper collision,3470.0,Major
A36169,C24094,2024-01-26,Side mirror broken,926.0,Severe
A36170,C24094,2023-04-29,Hood dent from minor crash,457.0,Moderate
A31983,C21309,2024-09-01,Minor collision at roundabout,3345.0,Minor
A31984,C21309,2024-05-29,Collision with pole,4751.0,Major
A67922,C45162,2022-03-23,Minor parking lot accident,4797.0,Severe
A43722,C29096,2024-01-12,Minor parking lot accident,1789.0,Severe
A43723,C29096,2022-01-17,Door dent from tight parking,883.0,Moderate
A41655,C27689,2025-04-01,Front-end collision,454.0,Minor
A13459,C08941,2024-02-22,Minor fender bender,4920.0,Severe
A13460,C08941,2022-07-26,Door dent from tight parking,1978.0,Major
A19064,C12631,2023-12-11,Windshield damage,3365.0,Severe
A19065,C12631,2025-01-15,Front-end collision,1698.0,Moderate
A19066,C12631,2023-10-05,Rear quarter panel dent,2939.0,Major
A67650,C44983,2023-08-17,Windshield damage,3314.0,Severe
A67651,C44983,2024-09-02,Head-on collision,4202.0,Minor
A67652,C44983,2021-10-26,Scratched paint on rear bumper,2051.0,Minor
A31873,C21228,2021-04-26,Rear bumper collision,2713.0,Severe
A31874,C21228,2021-04-26,Minor fender bender,1255.0,Minor
A41237,C27422,2020-10-24,Minor parking lot accident,1368.0,Minor
A41905,C27854,2023-12-19,Scratched paint on rear bumper,2367.0,Major
A41906,C27854,2024-03-04,Scratched paint on rear bumper,576.0,Moderate
A12851,C08526,2024-05-18,Door dent from tight parking,1492.0,Minor
A03071,C02105,2024-09-08,Door dent from tight parking,2318.0,Minor
A03072,C02105,2024-12-12,Damage from pothole incident,740.0,Moderate
A47218,C31453,2020-12-11,Side panel scratch,3174.0,Minor
A47219,C31453,2021-07-22,Front bumper scrape,1133.0,Moderate
A47220,C31453,2025-05-17,Tire puncture during accident,3791.0,Minor
A45016,C29972,2025-06-19,Front-end collision,4510.0,Severe
A45017,C29972,2021-04-30,Tire puncture during accident,2239.0,Major
A45018,C29972,2022-09-12,Damage from pothole incident,2862.0,Severe
A02939,C02008,2024-08-06,Rear bumper collision,3969.0,Minor
A02940,C02008,2021-04-21,Rear quarter panel dent,1152.0,Moderate
A02941,C02008,2022-12-18,Side mirror broken,4319.0,Minor
A50201,C33431,2025-02-26,Tire puncture during accident,4621.0,Moderate
A50202,C33431,2023-02-18,Scratched paint on rear bumper,1209.0,Major
A02442,C01708,2023-04-30,Scratched paint on rear bumper,3531.0,Major
A02443,C01708,2024-01-23,Rear bumper collision,557.0,Minor
A02444,C01708,2023-04-24,Front-end collision,775.0,Moderate
A73460,C48823,2024-10-03,Damage from pothole incident,977.0,Major
A73461,C48823,2020-12-31,Door dent from tight parking,3101.0,Major
A73462,C48823,2023-10-10,Damage from pothole incident,1420.0,Minor
A14690,C09745,2021-03-05,Fender scratch from curb,101.0,Major
A33757,C22494,2025-06-09,Head-on collision,2001.0,Minor
A33758,C22494,2021-10-08,Parking lot scrape,3025.0,Severe
A10911,C07263,2025-04-03,Door dent from tight parking,4864.0,Moderate
A10912,C07263,2022-05-01,Side panel scratch,1527.0,Major
A58312,C38792,2024-10-28,Side mirror broken,3439.0,Minor
A58313,C38792,2025-01-24,Front bumper scrape,654.0,Minor
A58314,C38792,2025-06-03,Minor parking lot accident,2981.0,Moderate
A64691,C42972,2022-09-01,Rear bumper collision,2553.0,Moderate
A05835,C03924,2023-09-12,Tire puncture during accident,1685.0,Major
A15810,C10464,2024-10-05,Tire puncture during accident,705.0,Severe
A15811,C10464,2023-06-15,Tire puncture during accident,157.0,Minor
A15812,C10464,2022-09-04,Parking lot scrape,4422.0,Major
A40321,C26790,2022-01-19,Minor parking lot accident,1206.0,Major
A66506,C44179,2025-07-18,Rear-end hit at traffic light,4984.0,Severe
A66507,C44179,2023-04-22,Rear-end hit at traffic light,3650.0,Severe
A68595,C45623,2022-03-30,Minor parking lot accident,1112.0,Severe
A61694,C41006,2025-03-23,Minor fender bender,4723.0,Severe
A61695,C41006,2024-10-02,Rear bumper collision,1263.0,Major
A61696,C41006,2022-08-23,Fender scratch from curb,915.0,Minor
A56029,C37281,2024-05-21,Minor parking lot accident,2971.0,Severe
A56030,C37281,2024-09-24,Fender scratch from curb,366.0,Major
A43233,C28753,2023-04-09,Parking lot scrape,1260.0,Moderate
A43234,C28753,2021-09-08,Fender scratch from curb,1919.0,Severe
A43235,C28753,2021-04-03,Head-on collision,3001.0,Severe
A71236,C47375,2023-11-14,Front bumper scrape,4148.0,Moderate
A71237,C47375,2021-05-18,Parking lot scrape,2186.0,Severe
A71238,C47375,2023-04-30,Fender scratch from curb,901.0,Severe
A46710,C31115,2021-11-19,Side panel scratch,3703.0,Major
A46711,C31115,2023-10-31,Hood dent from minor crash,1091.0,Minor
A43903,C29208,2021-09-15,Fender scratch from curb,417.0,Minor
A10597,C07065,2024-02-12,Fender scratch from curb,1149.0,Moderate
A10598,C07065,2025-05-11,Hood dent from minor crash,4308.0,Severe
A09808,C06542,2024-09-01,Collision with pole,1174.0,Minor
A09809,C06542,2021-04-14,Collision with pole,4104.0,Minor
A34086,C22717,2024-01-26,Front bumper scrape,2496.0,Moderate
A34087,C22717,2025-07-01,Side mirror broken,1163.0,Severe
A34088,C22717,2022-07-27,Hood dent from minor crash,3005.0,Major
A56072,C37309,2022-02-24,Parking lot scrape,3228.0,Minor
A56073,C37309,2022-11-25,Side panel scratch,3687.0,Severe
A38697,C25737,2024-12-13,Rear quarter panel dent,4820.0,Severe
A47511,C31631,2021-07-25,Collision with pole,685.0,Major
A47512,C31631,2025-04-09,Front-end collision,4049.0,Moderate
A47513,C31631,2025-02-02,Fender scratch from curb,1262.0,Minor
A74915,C49823,2025-04-17,Hood dent from minor crash,983.0,Moderate
A74916,C49823,2021-05-27,Front-end collision,3990.0,Minor
A10063,C06700,2020-10-18,Door dent from tight parking,4986.0,Severe
A10064,C06700,2022-04-29,Hood dent from minor crash,3782.0,Major
A73468,C48828,2023-11-13,Minor parking lot accident,3700.0,Major
A73469,C48828,2020-10-18,Parking lot scrape,2041.0,Severe
A21657,C14366,2020-11-25,Hood dent from minor crash,2190.0,Moderate
A21658,C14366,2022-04-18,Rear quarter panel dent,2020.0,Moderate
A21659,C14366,2022-08-10,Side panel scratch,2228.0,Minor
A03572,C02458,2022-10-26,Front-end collision,4686.0,Moderate
A03573,C02458,2020-10-31,Windshield damage,4601.0,Moderate
A03574,C02458,2023-02-13,Front-end collision,4155.0,Moderate
A51850,C34517,2024-05-05,Head-on collision,1351.0,Severe
A74529,C49540,2025-04-10,Front bumper scrape,4251.0,Moderate
A74530,C49540,2021-06-08,Side panel scratch,3938.0,Moderate
A74531,C49540,2023-08-12,Scratched paint on rear bumper,2904.0,Moderate
A63794,C42384,2024-06-17,Side mirror broken,4476.0,Minor
A63795,C42384,2024-09-18,Side swipe from passing vehicle,2963.0,Major
A63796,C42384,2023-09-14,Minor collision at roundabout,754.0,Moderate
A35279,C23485,2023-06-16,Side swipe from passing vehicle,1996.0,Major
A35280,C23485,2024-01-21,Parking lot scrape,2976.0,Moderate
A35281,C23485,2023-04-29,Side panel scratch,1788.0,Moderate
A49525,C32980,2024-11-05,Door dent from tight parking,2690.0,Severe
A49526,C32980,2023-08-14,Damage from pothole incident,4512.0,Major
A75040,C49913,2022-10-03,Accident on slippery road,2590.0,Minor
A22311,C14807,2024-02-18,Scratched paint on rear bumper,2987.0,Minor
A03758,C02572,2024-04-03,Hood dent from minor crash,1885.0,Severe
A03759,C02572,2021-07-23,Fender scratch from curb,3321.0,Severe
A03760,C02572,2022-01-05,Fender scratch from curb,1396.0,Major
A03329,C02287,2021-09-17,Scratched paint on rear bumper,1586.0,Severe
A12744,C08452,2021-03-02,Minor parking lot accident,3706.0,Major
A12745,C08452,2023-03-16,Minor collision at roundabout,510.0,Major
A47608,C31699,2021-02-03,Damage from pothole incident,2650.0,Moderate
A47609,C31699,2021-10-23,Side mirror broken,1896.0,Moderate
A05343,C03610,2021-02-01,Accident on slippery road,3663.0,Major
A05344,C03610,2022-03-17,Rear bumper collision,4214.0,Minor
A05345,C03610,2025-02-28,Damage from pothole incident,3394.0,Major
A33476,C22284,2024-06-07,Head-on collision,530.0,Moderate
A33477,C22284,2025-03-06,Tire puncture during accident,2067.0,Major
A69317,C46109,2024-06-19,Fender scratch from curb,1151.0,Severe
A42261,C28104,2022-03-19,Parking lot scrape,684.0,Major
A42262,C28104,2025-08-08,Collision with pole,3598.0,Major
A42263,C28104,2021-08-15,Rear bumper collision,3703.0,Moderate
A26137,C17417,2021-06-06,Minor parking lot accident,283.0,Moderate
A26138,C17417,2021-10-27,Hood dent from minor crash,2372.0,Major
A48131,C32052,2021-01-25,Minor collision at roundabout,929.0,Severe
A48132,C32052,2025-02-10,Rear-end hit at traffic light,1791.0,Severe
A48133,C32052,2023-11-29,Rear bumper collision,675.0,Severe
A12102,C08036,2022-11-29,Side mirror broken,2142.0,Moderate
A00970,C00674,2023-01-26,Rear-end hit at traffic light,4405.0,Minor
A14216,C09445,2024-11-15,Parking lot scrape,3471.0,Severe
A14217,C09445,2021-01-28,Front bumper scrape,4978.0,Severe
A14218,C09445,2025-06-05,Side swipe from passing vehicle,632.0,Moderate
A50864,C33858,2023-04-04,Tire puncture during accident,2373.0,Moderate
A50865,C33858,2025-02-13,Parking lot scrape,3152.0,Moderate
A50866,C33858,2023-03-21,Minor fender bender,4699.0,Minor
A42322,C28149,2024-11-09,Hood dent from minor crash,1925.0,Minor
A47021,C31317,2024-02-04,Hood dent from minor crash,1843.0,Severe
A47022,C31317,2023-08-04,Head-on collision,207.0,Minor
A45649,C30405,2021-09-16,Rear quarter panel dent,4060.0,Severe
A73653,C48945,2020-09-10,Rear-end hit at traffic light,4927.0,Moderate
A73654,C48945,2022-06-07,Hood dent from minor crash,2965.0,Moderate
A73655,C48945,2021-05-16,Front bumper scrape,1270.0,Minor
A53306,C35493,2023-07-23,Front-end collision,895.0,Major
A53307,C35493,2024-12-08,Front-end collision,1514.0,Major
A63280,C42043,2024-04-22,Tire puncture during accident,1805.0,Minor
A63281,C42043,2022-07-05,Collision with pole,4261.0,Moderate
A63282,C42043,2021-07-03,Collision with pole,481.0,Minor
A44168,C29392,2023-12-12,Door dent from tight parking,377.0,Major
A20562,C13657,2021-10-24,Tire puncture during accident,2312.0,Moderate
A20563,C13657,2022-05-18,Windshield damage,3754.0,Severe
A20564,C13657,2022-03-21,Fender scratch from curb,1494.0,Severe
A43364,C28837,2020-12-27,Minor fender bender,3343.0,Minor
A43084,C28658,2022-06-17,Rear quarter panel dent,1771.0,Major
A43085,C28658,2025-02-26,Side swipe from passing vehicle,444.0,Major
A43086,C28658,2020-09-18,Parking lot scrape,3636.0,Major
A45753,C30480,2024-09-04,Door dent from tight parking,4178.0,Major
A45754,C30480,2020-09-12,Accident on slippery road,3314.0,Moderate
A65066,C43211,2020-09-15,Side swipe from passing vehicle,1786.0,Minor
A27283,C18167,2023-11-12,Minor fender bender,4256.0,Major
A27284,C18167,2022-01-07,Tire puncture during accident,2765.0,Minor
A27285,C18167,2023-01-06,Collision with pole,4772.0,Moderate
A66949,C44484,2020-10-20,Side panel scratch,205.0,Moderate
A66950,C44484,2023-06-24,Rear-end hit at traffic light,4647.0,Severe
A66951,C44484,2024-01-22,Door dent from tight parking,4563.0,Major
A11538,C07681,2020-11-19,Front bumper scrape,4767.0,Moderate
A11539,C07681,2024-11-29,Side mirror broken,1243.0,Severe
A11540,C07681,2021-04-30,Head-on collision,1173.0,Severe
A74136,C49269,2022-09-17,Fender scratch from curb,2068.0,Moderate
A74137,C49269,2024-07-31,Rear bumper collision,2074.0,Major
A74138,C49269,2020-12-18,Rear bumper collision,230.0,Minor
A52650,C35062,2023-08-22,Fender scratch from curb,650.0,Major
A51656,C34380,2024-12-07,Hood dent from minor crash,3825.0,Moderate
A17514,C11635,2024-09-12,Fender scratch from curb,4740.0,Major
A17515,C11635,2022-09-01,Damage from pothole incident,151.0,Major
A61313,C40751,2023-09-12,Damage from pothole incident,1072.0,Severe
A61314,C40751,2022-03-23,Rear-end hit at traffic light,1761.0,Moderate
A61315,C40751,2024-02-22,Head-on collision,2774.0,Minor
A44458,C29583,2024-08-17,Minor collision at roundabout,4093.0,Major
A44459,C29583,2021-09-20,Windshield damage,796.0,Major
A44460,C29583,2024-07-11,Tire puncture during accident,1478.0,Major
A05349,C03612,2022-08-09,Rear-end hit at traffic light,485.0,Minor
A05350,C03612,2023-08-17,Head-on collision,2075.0,Major
A05351,C03612,2025-04-02,Rear bumper collision,580.0,Moderate
A28979,C19292,2024-04-26,Side mirror broken,679.0,Major
A28980,C19292,2024-05-26,Windshield damage,2203.0,Moderate
A48860,C32541,2021-09-25,Door dent from tight parking,2078.0,Minor
A48861,C32541,2024-07-29,Minor parking lot accident,1523.0,Moderate
A04354,C02947,2023-09-23,Collision with pole,2171.0,Major
A04355,C02947,2022-08-04,Damage from pothole incident,363.0,Moderate
A62915,C41812,2021-01-18,Hood dent from minor crash,3490.0,Major
A62916,C41812,2021-06-06,Windshield damage,1869.0,Major
A23488,C15615,2025-02-01,Fender scratch from curb,3610.0,Major
A44175,C29397,2025-06-03,Side swipe from passing vehicle,1316.0,Severe
A44176,C29397,2023-08-02,Fender scratch from curb,2477.0,Minor
A44177,C29397,2022-10-03,Rear-end hit at traffic light,3364.0,Minor
A69958,C46533,2023-05-07,Side panel scratch,4007.0,Moderate
A69959,C46533,2023-05-05,Scratched paint on rear bumper,4773.0,Severe
A69960,C46533,2022-04-12,Side swipe from passing vehicle,1901.0,Minor
A45232,C30125,2021-02-13,Accident on slippery road,218.0,Minor
A45233,C30125,2021-10-07,Rear quarter panel dent,2664.0,Severe
A60654,C40308,2023-03-28,Windshield damage,3376.0,Minor
A60655,C40308,2021-11-05,Side swipe from passing vehicle,2796.0,Minor
A60656,C40308,2024-08-30,Head-on collision,1272.0,Minor
A14225,C09448,2024-08-06,Front bumper scrape,4170.0,Minor
A61893,C41142,2022-08-10,Tire puncture during accident,452.0,Major
A61894,C41142,2023-12-30,Rear bumper collision,4253.0,Minor
A14770,C09791,2022-03-11,Rear bumper collision,4327.0,Major
A00014,C00008,2024-12-31,Minor collision at roundabout,3771.0,Severe
A00015,C00008,2021-11-27,Hood dent from minor crash,529.0,Major
A00016,C00008,2024-04-20,Rear-end hit at traffic light,4644.0,Moderate
A69082,C45949,2023-07-21,Scratched paint on rear bumper,3286.0,Major
A39033,C25956,2023-02-26,Head-on collision,1114.0,Major
A39034,C25956,2024-10-26,Side mirror broken,1484.0,Major
A39035,C25956,2024-07-31,Side mirror broken,4422.0,Moderate
A56358,C37500,2024-10-29,Parking lot scrape,4095.0,Moderate
A56359,C37500,2022-01-04,Front bumper scrape,1450.0,Minor
A56360,C37500,2021-06-11,Door dent from tight parking,3370.0,Moderate
A55733,C37104,2020-10-04,Rear-end hit at traffic light,4129.0,Moderate
A50331,C33516,2021-04-30,Tire puncture during accident,325.0,Moderate
A50332,C33516,2022-11-03,Minor parking lot accident,3810.0,Major
A10471,C06970,2020-12-29,Side swipe from passing vehicle,1603.0,Moderate
A10472,C06970,2024-12-09,Door dent from tight parking,2134.0,Moderate
A10473,C06970,2023-01-05,Collision with pole,4622.0,Major
A25852,C17221,2023-05-28,Rear bumper collision,3924.0,Minor
A38839,C25830,2021-09-08,Scratched paint on rear bumper,329.0,Severe
A38840,C25830,2021-11-03,Tire puncture during accident,3748.0,Minor
A56581,C37653,2024-08-17,Front bumper scrape,3349.0,Severe
A35883,C23913,2023-06-17,Hood dent from minor crash,3708.0,Major
A36922,C24610,2022-02-21,Front bumper scrape,2823.0,Severe
A02865,C01963,2022-07-11,Rear-end hit at traffic light,4597.0,Major
A67458,C44851,2025-02-01,Damage from pothole incident,4519.0,Major
A67459,C44851,2023-11-17,Windshield damage,3328.0,Major
A67460,C44851,2022-07-04,Minor fender bender,3929.0,Moderate
A34299,C22860,2020-09-08,Minor fender bender,1748.0,Minor
A66744,C44349,2025-07-22,Door dent from tight parking,3438.0,Minor
A66745,C44349,2022-04-29,Rear quarter panel dent,2660.0,Major
A62562,C41581,2021-03-21,Minor collision at roundabout,360.0,Minor
A10928,C07278,2023-10-19,Accident on slippery road,1615.0,Severe
A10929,C07278,2021-03-14,Collision with pole,2883.0,Moderate
A14360,C09533,2022-05-03,Side swipe from passing vehicle,4505.0,Minor
A14361,C09533,2023-04-14,Front bumper scrape,891.0,Moderate
A14362,C09533,2020-10-07,Front-end collision,4731.0,Moderate
A60075,C39915,2023-10-15,Side swipe from passing vehicle,4637.0,Severe
A60076,C39915,2023-09-21,Accident on slippery road,4539.0,Major
A25711,C17129,2021-08-03,Accident on slippery road,4411.0,Moderate
A25712,C17129,2021-07-09,Minor parking lot accident,429.0,Severe
A25713,C17129,2021-02-13,Hood dent from minor crash,298.0,Minor
A19310,C12789,2024-04-11,Side mirror broken,4463.0,Severe
A19311,C12789,2023-12-12,Parking lot scrape,2100.0,Major
A19312,C12789,2024-05-16,Hood dent from minor crash,2455.0,Severe
A11058,C07365,2024-01-15,Door dent from tight parking,3028.0,Minor
